State,Constituency,Candidate,Party,Votes
TG,Alampur ,M. MADDLLETI,Independent,250
,,,,
TG,Alampur ,H.PARUSHA RAMUDU,Shiv Sena,237
,,,,
TG,Alampur ,None of the Above,None of the Above,3492
,,,,
TG,Amberpet  ,KALERU  VENKATESHAM,Telangana Rashtra Samithi,61558
,,,,
TG,Amberpet  ,G.KISHAN REDDY,Bharatiya Janata Party,60542
,,,,
TG,Amberpet  ,NIJJANA RAMESH,Telangana Jana Samithi,4261
,,,,
TG,Amberpet  ,GADAPA SREEHARI GANGAPUTRA,Bahujana Left Party,1302
,,,,
TG,Amberpet  ,BATHULA RAVI,Independent,1052
,,,,
TG,Amberpet  ,KUSURU RAJPAL YADAV,Bahujan Samaj Party,605
,,,,
TG,Amberpet  ,RAMYA,Jatiya Mahila Party,541
,,,,
TG,Amberpet  ,KATTELA SUBHASH,Prajaa Swaraaj Party,454
,,,,
TG,Amberpet  ,A. MUJAHED,India Praja Bandhu Party,350
,,,,
TG,Amberpet  ,K. RAJA GOPAL NAIDU,Telangana Prajala Party,229
,,,,
TG,Amberpet  ,SHYAM RAO MERU,Independent,180
,,,,
TG,Amberpet  ,V.K. UPENDRA,Pyramid Party of India,164
,,,,
TG,Amberpet  ,M. DAYANAND SWAMY,Aam Aadmi Party,147
,,,,
TG,Amberpet  ,S. NARSIMHA REDDY,Independent,146
,,,,
TG,Amberpet  ,IMRAN MOHAMMED,New India Party,142
,,,,
TG,Amberpet  ,SAI VINAY SINGH,Republican Party of India (A),136
,,,,
TG,Amberpet  ,A.SUDARSHAN GANGAPUTRA,Shiv Sena,125
,,,,
TG,Amberpet  ,K. NAVEEN,Telangana Labour Party,108
,,,,
TG,Amberpet  ,GUNDRATHI SHARADA GOUD,Independent,98
,,,,
TG,Amberpet  ,MD. ISMAIL,Independent,88
,,,,
TG,Amberpet  ,TEEGA SATYANARAYANA MUDIRAJ,Bharatiya Republican Paksha,85
,,,,
TG,Amberpet  ,AASHISH PRAKASH,Independent,83
,,,,
TG,Amberpet  ,KAPISTHALAM DEVANATH,Nava Samaj Party,82
,,,,
TG,Amberpet  ,KESHAPAGA BALMUKUND,All India Forward Bloc,81
,,,,
TG,Amberpet  ,CHANDU BETLA,Yuva Party,80
,,,,
TG,Amberpet  ,VARIKUPPALA SAHADEV,Independent,71
,,,,
TG,Amberpet  ,PONNAPATI CHINNA LINGANNA,Independent,69
,,,,
TG,Amberpet  ,KOMIRI SATYAM,Independent,55
,,,,
TG,Amberpet  ,BOIE RAMANA,Independent,55
,,,,
TG,Amberpet  ,DEEPAK KUMAR B,Peoples Republican Party,45
,,,,
TG,Amberpet  ,K. SHYAM,Independent,43
,,,,
TG,Amberpet  ,None of the Above,None of the Above,1462
,,,,
TG,Andole ,KRANTHI KIRAN CHANTI,Telangana Rashtra Samithi,104229
,,,,
TG,Andole ,C.DAMODAR RAJANARSIMHA,Indian National Congress,87764
,,,,
TG,Andole ,BABUMOHANPALLY,Bharatiya Janata Party,2404
,,,,
TG,Andole ,MADIGA. BUCHAIAH,Bahujan Samaj Party,729
,,,,
TG,Andole ,POTHARAJU JAYALAKSHIMI,Bahujana Left Party,549
,,,,
TG,Andole ,NAKKA. SURYA KUMAR,Independent,408
,,,,
TG,Andole ,APPAJIPALLY SURESH,Nava Samaj Party,281
,,,,
TG,Andole ,KASHAPAGA EMMAIAH,Independent,246
,,,,
TG,Andole ,None of the Above,None of the Above,1510
,,,,
TG,Armur,ASHANNAGARI JEEVAN REDDY,Telangana Rashtra Samithi,72125
,,,,
TG,Armur,AKULA LALITHA,Indian National Congress,43330
,,,,
TG,Armur,VINAY KUMAR REDDY PRODDUTURI,Bharatiya Janata Party,19599
,,,,
TG,Armur,KOMIREY SUDHAKAR,Bahujan Samaj Party,1724
,,,,
TG,Armur,SUNKE SRINIVAS,Independent,728
,,,,
TG,Armur,MASTHA DAYANAND,Republican Party of India (A),524
,,,,
TG,Armur,SINDUKAR CHARAN KUMAR,Ambedkar National Congress,388
,,,,
TG,Armur,GUNTI RAJA GANGARAM,Independent,322
,,,,
TG,Armur,None of the Above,None of the Above,1657
,,,,
TG,Asifabad ,ATHRAM SAKKU,Indian National Congress,65788
,,,,
TG,Asifabad ,KOVA LAXMI,Telangana Rashtra Samithi,65617
,,,,
TG,Asifabad ,AZMERA ATHMA RAO,Bharatiya Janata Party,6711
,,,,
TG,Asifabad ,KOTNAKA VIJAY KUMAR,Telangana Jana Samithi,6183
,,,,
TG,Asifabad ,AJMERA RAMNAIK,Bahujan Samaj Party,3629
,,,,
TG,Asifabad ,ADE BALAJI,BhartiyaBahujanKranti Dal,3039
,,,,
TG,Asifabad ,MUKADE VISHNU,Ambedkarite Party of India,2972
,,,,
TG,Asifabad ,KURSENGA VASANTH RAO,Nava Praja Rajyam Party,1721
,,,,
TG,Asifabad ,BANOVATH JAGAN,Bahujana Raajyam Party (Phule Ambedkar),1240
,,,,
TG,Asifabad ,BHUKYA INDAL RAO,Independent,1175
,,,,
TG,Asifabad ,None of the Above,None of the Above,2715
,,,,
TG,Aswaraopeta ,MECHA NAGESWARA RAO,Telugu Desam,61124
,,,,
TG,Aswaraopeta ,THATI VENKATESWARLU S/O KATTAPPA THATI,Telangana Rashtra Samithi,48007
,,,,
TG,Aswaraopeta ,TANAM RAVINDAR,Communist Party of India  (Marxist),4955
,,,,
TG,Aswaraopeta ,KANGALA KALLIAH,Independent,4833
,,,,
TG,Aswaraopeta ,THATI VENKATESWARLU S/O VEERASWAMI THATI,Independent,1714
,,,,
TG,Aswaraopeta ,DR. BHUKYA PRASADA RAO,Bharatiya Janata Party,1303
,,,,
TG,Aswaraopeta ,GUGOLOTHU RAMULU,Pyramid Party of India,882
,,,,
TG,Aswaraopeta ,KANNEBOINA VENKATA NARSAIAH,Gondvana Gantantra Party,481
,,,,
TG,Aswaraopeta ,BANOTH RAMESH,Bahujan Samaj Party,460
,,,,
TG,Aswaraopeta ,KANITHI LAKSHMANA RAO,Independent,429
,,,,
TG,Aswaraopeta ,AMGOTHU KRISHNA,Independent,284
,,,,
TG,Aswaraopeta ,MOOD BALAJI,Bahujan Mukti Party,275
,,,,
TG,Aswaraopeta ,None of the Above,None of the Above,2053
,,,,
TG,Bahadurpura,MOHD. MOAZAM KHAN,All India Majlis-E-Ittehadul Muslimeen,96993
,,,,
TG,Bahadurpura,MIR INAYATH ALI BAQRI,Telangana Rashtra Samithi,14475
,,,,
TG,Bahadurpura,HANEEF ALI,Bharatiya Janata Party,7395
,,,,
TG,Bahadurpura,SHAIK MOHD KALEEMUDDIN,Indian National Congress,7174
,,,,
TG,Bahadurpura,MOHAMMED SULTANUDDIN,National Youth Party,1976
,,,,
TG,Bahadurpura,MOHAMMED MAJEED ALI,Bahujana Left Party,574
,,,,
TG,Bahadurpura,N. NARSING RAO,Independent,378
,,,,
TG,Bahadurpura,SHAIK NASEEM  BEGUM,Aam Aadmi Party,283
,,,,
TG,Bahadurpura,SAYEDA MALIHA SHEREEN,Anna YSR Congress Party,146
,,,,
TG,Bahadurpura,None of the Above,None of the Above,1210
,,,,
TG,Balkonda,VEMULA PRASHANTH REDDY,Telangana Rashtra Samithi,73662
,,,,
TG,Balkonda,SUNIL KUMAR MUTHYALA,Bahujan Samaj Party,41254
,,,,
TG,Balkonda,ANIL KUMAR ERAVATRI,Indian National Congress,30433
,,,,
TG,Balkonda,RUYYADI RAJESHWAR,Bharatiya Janata Party,3097
,,,,
TG,Balkonda,GUNTI BENARJI,Independent,1171
,,,,
TG,Balkonda,ABDUL NAYEEM,Independent,1026
,,,,
TG,Balkonda,YELIGETI MADHUKAR,Bahujana Left Party,859
,,,,
TG,Balkonda,BINGIWAR RAVI,"Telangana Praja Samithi (Kishore, Rao and Kishan)",852
,,,,
TG,Balkonda,SUDDAPALLY SUDHAKAR,Independent,611
,,,,
TG,Balkonda,None of the Above,None of the Above,1886
,,,,
TG,Banswada,POCHARAM SRINIVAS REDDY (PARIGE),Telangana Rashtra Samithi,77943
,,,,
TG,Banswada,KASULA BALARAJU,Indian National Congress,59458
,,,,
TG,Banswada,PRAKASH NAIDU,Bharatiya Janata Party,2998
,,,,
TG,Banswada,KONDANI ANJAIAH,Pyramid Party of India,2409
,,,,
TG,Banswada,DR.BHEEM RAO GAIKWAD,Bahujan Samaj Party,871
,,,,
TG,Banswada,M RAMESH,Independent,563
,,,,
TG,Banswada,None of the Above,None of the Above,1555
,,,,
TG,Bellampalli,DURGAM CHINNAIAH,Telangana Rashtra Samithi,55026
,,,,
TG,Bellampalli,GADDAM VINOD,Bahujan Samaj Party,43750
,,,,
TG,Bellampalli,KONDAGURLA VEDA PRAKASH,Independent,10684
,,,,
TG,Bellampalli,GUNDA MALLESH,Communist Party of India,3905
,,,,
TG,Bellampalli,KOYYALA EMAJI,Bharatiya Janata Party,3031
,,,,
TG,Bellampalli,KRISHNA SABBANI,Bahujana Left Party,1812
,,,,
TG,Bellampalli,DAGAM VISHWANATH,Independent,1801
,,,,
TG,Bellampalli,DURGE MAHENDAR,Nava Praja Rajyam Party,1202
,,,,
TG,Bellampalli,SAKINALA NARAYANA,Independent,1120
,,,,
TG,Bellampalli,PAGIDI VENKATI,Independent,721
,,,,
TG,Bellampalli,AMBALA MAHENDAR,Independent,706
,,,,
TG,Bellampalli,MITTAPALLI KUMARA SWAMY,New India Party,695
,,,,
TG,Bellampalli,PAGIDI RAJENDER,Aam Aadmi Party,450
,,,,
TG,Bellampalli,None of the Above,None of the Above,2598
,,,,
TG,Bhadrachalam ,PODEM VEERAIAH,Indian National Congress,47746
,,,,
TG,Bhadrachalam ,TELLAM VENKATA RAO,Telangana Rashtra Samithi,35961
,,,,
TG,Bhadrachalam ,MIDIYAM BABU RAO,Communist Party of India  (Marxist),14228
,,,,
TG,Bhadrachalam ,PANDRA HEMASUNDAR,Independent,4523
,,,,
TG,Bhadrachalam ,KUNJA SATYAVATHI,Bharatiya Janata Party,1824
,,,,
TG,Bhadrachalam ,RAMESH BABU BHUKYA,Pyramid Party of India,1119
,,,,
TG,Bhadrachalam ,CHELE ANUSHA,Independent,835
,,,,
TG,Bhadrachalam ,PUNEM PRADEEP KUMAR,Republican Party of India,816
,,,,
TG,Bhadrachalam ,KARAM NAVEEN,Independent,698
,,,,
TG,Bhadrachalam ,GUNDU SARATH BABU,Bahujan Samaj Party,589
,,,,
TG,Bhadrachalam ,None of the Above,None of the Above,2106
,,,,
TG,Bhongir,PAILLA SHEKAR REDDY,Telangana Rashtra Samithi,85476
,,,,
TG,Bhongir,ANIL KUMAR REDDY KUMBAM,Indian National Congress,61413
,,,,
TG,Bhongir,JITTA BALAKRISHNA REDDY,Yuva Telangana Party,13427
,,,,
TG,Bhongir,POCHAMPALLY RAMANA RAO,Samajwadi Forward Bloc,3613
,,,,
TG,Bhongir,KALLURI MALLESHAM YADAV,Communist Party of India  (Marxist),1856
,,,,
TG,Bhongir,ALAKUNTLA YELLAIAH,Independent,1758
,,,,
TG,Bhongir,DEVARAKONDA HANUMANTHU,Independent,1305
,,,,
TG,Bhongir,BELLY KRISHNA,Bahujan Samaj Party,924
,,,,
TG,Bhongir,PATNAM KAMALA MANOHAR,Independent,616
,,,,
TG,Bhongir,GUNDALA LAXMINARAYANA GOUD,Independent,564
,,,,
TG,Bhongir,UPENDER GUPTA PABBA,Shiv Sena,225
,,,,
TG,Bhongir,MANCHALA MAHESHWAR,Telangana Labour Party,204
,,,,
TG,Bhongir,BHONGIR SRINIVAS NETHA,Samajwadi Party,197
,,,,
TG,Bhongir,NAGA RAJU GUPTA BEJUGAM,"Telangana Praja Samithi (Kishore, Rao and Kishan)",163
,,,,
TG,Bhongir,DHARAVATH GANESH NAYAK,Bahujan Mukti Party,143
,,,,
TG,Bhongir,None of the Above,None of the Above,1347
,,,,
TG,Bhupalpalle,GANDRA VENKATA RAMANA REDDY,Indian National Congress,69918
,,,,
TG,Bhupalpalle,GANDRA SATHYANARAYANA RAO(SATHANNA),All India Forward Bloc,54283
,,,,
TG,Bhupalpalle,SIRIKONDA MADHUSUDANA CHARI,Telangana Rashtra Samithi,53567
,,,,
TG,Bhupalpalle,CHANDUPATLA KEERTHI REDDY,Bharatiya Janata Party,15744
,,,,
TG,Bhupalpalle,SAMPATH MANTHENA,Independent,4787
,,,,
TG,Bhupalpalle,CHALLURI MADHU,Samajwadi Forward Bloc,2171
,,,,
TG,Bhupalpalle,PETTEM MALLIKARJUN,Independent,1847
,,,,
TG,Bhupalpalle,SIRIPELLI RAJAIAH,Independent,1840
,,,,
TG,Bhupalpalle,AKUNURI BAABU,Bahujan Samaj Party,1621
,,,,
TG,Bhupalpalle,DEVARAJU PENDALA,Independent,529
,,,,
TG,Bhupalpalle,VANAJA VEPURI,Bahujana Left Party,362
,,,,
TG,Bhupalpalle,KOUTAM RAVINDER,Independent,242
,,,,
TG,Bhupalpalle,ODELU CHEPURI,Independent,220
,,,,
TG,Bhupalpalle,NARSAIAH RENUKUNTLA,New India Party,211
,,,,
TG,Bhupalpalle,None of the Above,None of the Above,1399
,,,,
TG,Boath ,BAPU RAO RATHOD,Telangana Rashtra Samithi,61125
,,,,
TG,Boath ,BAPU RAO SOYAM,Indian National Congress,54639
,,,,
TG,Boath ,ANIL JADHAV,Independent,28206
,,,,
TG,Boath ,MADAVI RAJU,Bharatiya Janata Party,4840
,,,,
TG,Boath ,GAJENDER AADE,Bahujan Samaj Party,2658
,,,,
TG,Boath ,KUMRAM KOTESHWAR,Nationalist Congress Party,1915
,,,,
TG,Boath ,RAM CHOWHAN,Independent,1104
,,,,
TG,Boath ,None of the Above,None of the Above,2275
,,,,
TG,Bodhan,SHAKIL AAMIR MOHAMMED,Telangana Rashtra Samithi,74895
,,,,
TG,Bodhan,SUDARSHAN REDDY PODDUTURI,Indian National Congress,66794
,,,,
TG,Bodhan,ALJAPUR SRINIVAS,Bharatiya Janata Party,8434
,,,,
TG,Bodhan,GOPI KISHAN,Shiv Sena,2425
,,,,
TG,Bodhan,SINGADE PANDU,Bahujan Samaj Party,1365
,,,,
TG,Bodhan,MD.NAWAZ PASHA,Independent,796
,,,,
TG,Bodhan,BANJA VEERAPPA,Pyramid Party of India,677
,,,,
TG,Bodhan,MOHAMMED SHARJEEL PARVEZ,Independent,615
,,,,
TG,Bodhan,BANAVATH JEEVAN NAYAK,Bahujana Left Party,385
,,,,
TG,Bodhan,GADDAM VIKRAM REDDY,Independent,344
,,,,
TG,Bodhan,M.D.YOUSUF,Samajwadi Party,278
,,,,
TG,Bodhan,None of the Above,None of the Above,1862
,,,,
TG,Chandrayangutta ,AKBARUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,95339
,,,,
TG,Chandrayangutta ,SHAHEJADI SAYYAD,Bharatiya Janata Party,15075
,,,,
TG,Chandrayangutta ,M. SEETHA RAM REDDY,Telangana Rashtra Samithi,14224
,,,,
TG,Chandrayangutta ,ESA BIN OBAID MISRI,Indian National Congress,11309
,,,,
TG,Chandrayangutta ,MOHAMMED ABDULLAH BAIG,Independent,834
,,,,
TG,Chandrayangutta ,MOHD. HAJI,Bahujana Left Party,506
,,,,
TG,Chandrayangutta ,SYED MUSTAFA MAHMOOD,Majlis Bachao Tahreek,499
,,,,
TG,Chandrayangutta ,KANUGULA SRINIVAS,Independent,229
,,,,
TG,Chandrayangutta ,C.SHIVA SHANKER,Independent,224
,,,,
TG,Chandrayangutta ,SUDHARSHAN MALKAN,Shiv Sena,197
,,,,
TG,Chandrayangutta ,RAJU KOTHURU,Independent,193
,,,,
TG,Chandrayangutta ,MOHAMMED HAMED SIDDIQUI,Independent,187
,,,,
TG,Chandrayangutta ,AMJAD KHAN,Independent,180
,,,,
TG,Chandrayangutta ,MD. GHOUSE,Independent,173
,,,,
TG,Chandrayangutta ,AKKINAMONI VENKATESH,Independent,112
,,,,
TG,Chandrayangutta ,None of the Above,None of the Above,1009
,,,,
TG,Charminar ,MUMTAZ AHMED KHAN,All India Majlis-E-Ittehadul Muslimeen,53808
,,,,
TG,Charminar ,T UMA MAHENDRA,Bharatiya Janata Party,21222
,,,,
TG,Charminar ,MOHD GHOUSE,Indian National Congress,16899
,,,,
TG,Charminar ,MOHAMMED SALAHUDDIN LODHI,Telangana Rashtra Samithi,6223
,,,,
TG,Charminar ,M A WAHAB,Independent,705
,,,,
TG,Charminar ,JUNAID ANAM SIDDIQUI,Independent,281
,,,,
TG,Charminar ,SANJAY KUMAR SHUKLA,Independent,210
,,,,
TG,Charminar ,MIR HASAN ALI RAZVI,Independent,170
,,,,
TG,Charminar ,CHITRA SAXENA,Bahujan Samaj Party,140
,,,,
TG,Charminar ,SHAIK ISMAIL,Bahujana Left Party,138
,,,,
TG,Charminar ,MOHD SHARFUDDIN,Aam Aadmi Party,126
,,,,
TG,Charminar ,MOHD SOHAIL,Independent,116
,,,,
TG,Charminar ,SHAIK MOIN,Independent,54
,,,,
TG,Charminar ,SUNITHA DHOTRE,Loktantrik Sarvjan Samaj Party,52
,,,,
TG,Charminar ,G.CHANDRA SHEKAR,Independent,46
,,,,
TG,Charminar ,PRAKASH DULGANDE,Independent,45
,,,,
TG,Charminar ,None of the Above,None of the Above,614
,,,,
TG,Chennur ,BALKA SUMAN,Telangana Rashtra Samithi,71980
,,,,
TG,Chennur ,VENKATESH NETHA BORLAKUNTA,Indian National Congress,43848
,,,,
TG,Chennur ,SOGALA SANJEEV,Republican Party of India (Khobragade),6274
,,,,
TG,Chennur ,ANDUGULA SRINIVAS,Bharatiya Janata Party,2026
,,,,
TG,Chennur ,DAMUKA SURESH BABU,Independent,1492
,,,,
TG,Chennur ,BOJJA RAMANA KUMARI,Pyramid Party of India,1335
,,,,
TG,Chennur ,SUJATHA SUREPALLY,Bahujan Samaj Party,1200
,,,,
TG,Chennur ,RAKESH REGUNTA,Nava Praja Rajyam Party,1035
,,,,
TG,Chennur ,BODA JANARDHAN,Bahujana Left Party,983
,,,,
TG,Chennur ,CHEEPELLI KIRAN,Independent,937
,,,,
TG,Chennur ,THUNGAPINDI RAMESH,Republican Party of India (A),830
,,,,
TG,Chennur ,BOJJA DASARATHAM,Independent,589
,,,,
TG,Chennur ,NEELAM SURENDER,Nationalist Congress Party,516
,,,,
TG,Chennur ,RAMAGIRI VIKRAM SINGH,New India Party,484
,,,,
TG,Chennur ,None of the Above,None of the Above,2135
,,,,
TG,Chevella ,KALE YADAIAH,Telangana Rashtra Samithi,99168
,,,,
TG,Chevella ,K.S RATNAM,Indian National Congress,65616
,,,,
TG,Chevella ,KANJARLA PRAKASH,Bharatiya Janata Party,5474
,,,,
TG,Chevella ,KARRE SUNEEL KUMAR,Bahujan Samaj Party,1706
,,,,
TG,Chevella ,RAVINDER MALA,Republican Party of India,1334
,,,,
TG,Chevella ,ATHELI NARSIMULU,Jai Swaraj Party,956
,,,,
TG,Chevella ,G. CHINA MANIKYAM,All India Samata Party,560
,,,,
TG,Chevella ,J BHEEMAIAH,Independent,492
,,,,
TG,Chevella ,UPPARI SRINIVAS,Bahujana Raajyam Party (Phule Ambedkar),422
,,,,
TG,Chevella ,None of the Above,None of the Above,1469
,,,,
TG,Choppadandi ,RAVI SHANKAR SUNKE,Telangana Rashtra Samithi,91090
,,,,
TG,Choppadandi ,MEDIPALLY SATHYAM,Indian National Congress,48963
,,,,
TG,Choppadandi ,BODIGA SHOBHA GALANNA,Bharatiya Janata Party,15835
,,,,
TG,Choppadandi ,DASARI VIDYASAGAR,Independent,2222
,,,,
TG,Choppadandi ,BODDU NARSAIAH,Independent,2215
,,,,
TG,Choppadandi ,BOLLAMPELLY AILAIAH,Independent,1860
,,,,
TG,Choppadandi ,MANDA RAVINDAR,Bahujan Samaj Party,1848
,,,,
TG,Choppadandi ,AKKENAPALLY YESURATNAM,Bahujana Raajyam Party (Phule Ambedkar),861
,,,,
TG,Choppadandi ,KANAKAM VAMSHI,Bahujana Left Party,551
,,,,
TG,Choppadandi ,CHILUKA LINGAIAH,Marxist Communist Party of India (United),506
,,,,
TG,Choppadandi ,UPPULETI LAXMAN,Independent,503
,,,,
TG,Choppadandi ,BOLLI KISHAN,Bahujana Rashtra Samithi,356
,,,,
TG,Choppadandi ,KANUKA RAMESH,Jai Swaraj Party,304
,,,,
TG,Choppadandi ,None of the Above,None of the Above,2220
,,,,
TG,Devarakonda ,RAMAVATH RAVINDRA KUMAR,Telangana Rashtra Samithi,96454
,,,,
TG,Devarakonda ,BALU NAIK NENAVATH,Indian National Congress,57606
,,,,
TG,Devarakonda ,BHEELYA NAIK KETHAVATH,Bahujan Samaj Party,19350
,,,,
TG,Devarakonda ,BHOJYA NAIK RAMAVATH,Prajaa Swaraaj Party,3247
,,,,
TG,Devarakonda ,GOPI @ KALYAN NAIK,Bharatiya Janata Party,3152
,,,,
TG,Devarakonda ,SREENU VADTHYA,Independent,1190
,,,,
TG,Devarakonda ,LAXMAN NAYAK RAMAVATH,Communist Party of India  (Marxist),1084
,,,,
TG,Devarakonda ,KONREDDY POCHAIAH,Independent,798
,,,,
TG,Devarakonda ,KATRAVATH VENKATESH,Bahujan Mukti Party,542
,,,,
TG,Devarakonda ,PANDU RAMAVATH,Independent,466
,,,,
TG,Devarakonda ,None of the Above,None of the Above,1695
,,,,
TG,Devarkadra,ALLA VENKATESWAR REDDY,Telangana Rashtra Samithi,96130
,,,,
TG,Devarkadra,PAVAN KUMAR,Indian National Congress,60882
,,,,
TG,Devarkadra,A.VENKATESHWAR REDDY,Samajwadi Forward Bloc,5937
,,,,
TG,Devarkadra,AGGANI NARSIMULU,Bharatiya Janata Party,5174
,,,,
TG,Devarkadra,RACHALA YUGANDER GOUD,Bahujan Samaj Party,914
,,,,
TG,Devarkadra,V.SHIVA REDDY,Independent,553
,,,,
TG,Devarkadra,VINODH KUMAR,Independent,501
,,,,
TG,Devarkadra,DUPPALLY JAYA RAMULU,Bahujana Left Party,417
,,,,
TG,Devarkadra,ADDULA  ARUNA,Independent,368
,,,,
TG,Devarkadra,S.KIRAN KUMAR,Independent,350
,,,,
TG,Devarkadra,M.B.BALAKRISHNA,Independent,195
,,,,
TG,Devarkadra,K.T. NARSIMHA REDDY,Independent,178
,,,,
TG,Devarkadra,D.JANARDHAN,Independent,122
,,,,
TG,Devarkadra,None of the Above,None of the Above,2689
,,,,
TG,Dharmapuri,ESHWAR KOPPULA,Telangana Rashtra Samithi,70579
,,,,
TG,Dharmapuri,ADLURI LAXMAN KUMAR,Indian National Congress,70138
,,,,
TG,Dharmapuri,KUNTALA NARSAIAH,Independent,13114
,,,,
TG,Dharmapuri,KANNAM ANJAIAH,Bharatiya Janata Party,5272
,,,,
TG,Dharmapuri,BURADAGUNTA SANGHA MITHRA,Independent,1259
,,,,
TG,Dharmapuri,THADAGONDA NAGARAJU,Bahujan Samaj Party,1063
,,,,
TG,Dharmapuri,SATHPADI PRANAY KUMAR,Jai Swaraj Party,535
,,,,
TG,Dharmapuri,MADDELA RAVINDAR,Bahujana Left Party,302
,,,,
TG,Dharmapuri,MOTHE NARESH,New India Party,300
,,,,
TG,Dharmapuri,SANDRUGU VIJAYA KUMAR,India Praja Bandhu Party,294
,,,,
TG,Dharmapuri,DUDA MAHIPAL,Naya Bharat Party,291
,,,,
TG,Dharmapuri,None of the Above,None of the Above,2600
,,,,
TG,Dornakal ,DHARAM SOTH REDYA NAIK,Telangana Rashtra Samithi,88307
,,,,
TG,Dornakal ,JATOTH RAM CHANDRU NAIK,Indian National Congress,70926
,,,,
TG,Dornakal ,BANOTH. RAVINDER,Independent,4117
,,,,
TG,Dornakal ,BHUKYA GOPI KRISHANA,Independent,2107
,,,,
TG,Dornakal ,ANGOTH. VENKANNA,Communist Party of India  (Marxist),1361
,,,,
TG,Dornakal ,MALOTH SREENU NAIK,Bahujan Samaj Party,1245
,,,,
TG,Dornakal ,BANOTHU RAMDAS,Independent,1019
,,,,
TG,Dornakal ,AJMEERA RATHNA,Independent,925
,,,,
TG,Dornakal ,GUGULOTHU LAXMAN NAIK,Bharatiya Janata Party,862
,,,,
TG,Dornakal ,D.S. VENKANNA NAIK,Independent,685
,,,,
TG,Dornakal ,NEHRU NAIK MALOTHU,Independent,486
,,,,
TG,Dornakal ,None of the Above,None of the Above,2036
,,,,
TG,Dubbak,SOLIPETA RAMALINGA REDDY,Telangana Rashtra Samithi,89299
,,,,
TG,Dubbak,MADDULA NAGESHWAR REDDY,Indian National Congress,26799
,,,,
TG,Dubbak,MADAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party,22595
,,,,
TG,Dubbak,POSANIPALLI MAHIPAL REDDY,Samajwadi Forward Bloc,12215
,,,,
TG,Dubbak,PEDDALINGANNAGARI PRASAD,Independent,3822
,,,,
TG,Dubbak,CHINDAM RAJKUMAR,Telangana Jana Samithi,2554
,,,,
TG,Dubbak,KISHAN RAO.D.,Bahujan Samaj Party,964
,,,,
TG,Dubbak,SHYAM SUNDHAR REDDY,Jai Maha Bharath Party,702
,,,,
TG,Dubbak,GOUTI MALLESH,Jai Swaraj Party,644
,,,,
TG,Dubbak,BONALA VIJAY KUMAR,Samajwadi Party,622
,,,,
TG,Dubbak,MADDULA RAJANI REDDY,Independent,490
,,,,
TG,Dubbak,GODDUBARLA BHASKAR,Communist Party of India  (Marxist),475
,,,,
TG,Dubbak,SUKURI ASHOK,Republican Party of India (A),469
,,,,
TG,Dubbak,BHUJANGAM GONDHI,Independent,438
,,,,
TG,Dubbak,JAKKULA NARSIMLU,Independent,418
,,,,
TG,Dubbak,RANGANNAGARI KRISHNA REDDY,India Praja Bandhu Party,347
,,,,
TG,Dubbak,ANJANEYULU GUNDABOINA,Independent,304
,,,,
TG,Dubbak,MADHAVA REDDYGARI HANUMANTHA REDDY,Shiv Sena,244
,,,,
TG,Dubbak,None of the Above,None of the Above,880
,,,,
TG,Gadwal,BANDLA KRISHNA MOHAN REDDY,Telangana Rashtra Samithi,100415
,,,,
TG,Gadwal,ARUNA D.K,Indian National Congress,72155
,,,,
TG,Gadwal,M.D. ABDUL MOHEED KHAN,Samajwadi Forward Bloc,7189
,,,,
TG,Gadwal,BOYA KRISHNA,Independent,2103
,,,,
TG,Gadwal,G.VENKATADRI REDDY,Bharatiya Janata Party,1936
,,,,
TG,Gadwal,VEERA PRASAD,Bahujan Samaj Party,1406
,,,,
TG,Gadwal,GONGALLA RANJITH KUMAR,Bahujana Left Party,1275
,,,,
TG,Gadwal,T.G.RAJU MUDHIRAJ,Independent,1101
,,,,
TG,Gadwal,ABDULLAH,Nationalist Congress Party,694
,,,,
TG,Gadwal,ATHIKUR RAHAMAN,Independent,620
,,,,
TG,Gadwal,PEDDA KRISHNAIAH,Independent,398
,,,,
TG,Gadwal,AKEPOGU RAJESH.A,Independent,226
,,,,
TG,Gadwal,ARUN KUMAR,Independent,179
,,,,
TG,Gadwal,BOYA SHANKAR NAIDU,Shiv Sena,176
,,,,
TG,Gadwal,None of the Above,None of the Above,1319
,,,,
TG,Gajwel,KALVAKUNTLA CHANDRASHEKAR RAO,Telangana Rashtra Samithi,125444
,,,,
TG,Gajwel,VANTERU PRATAP REDDY,Indian National Congress,67154
,,,,
TG,Gajwel,KANTE SAYANNA,Independent,3353
,,,,
TG,Gajwel,BITLA VENKATESHWERLU,Independent,1636
,,,,
TG,Gajwel,AKULA VIJAYA,Bharatiya Janata Party,1587
,,,,
TG,Gajwel,YADAGIRI PEDDASAIGARI,Independent,1350
,,,,
TG,Gajwel,GURRAPU RAMULU,Independent,1229
,,,,
TG,Gajwel,KANAKAIAH GAJJELA,Bahujan Samaj Party,1023
,,,,
TG,Gajwel,JEEDIPALLY SRINIVAS,New India Party,892
,,,,
TG,Gajwel,KADIUM KRUPAKAR,Independent,877
,,,,
TG,Gajwel,P.SATHISH,Independent,810
,,,,
