None of the Above,AMARWARA,None of the Above,5910

KAMLESH JATAV,AMBAH,Indian National Congress,37343

NEHA KINNAR,AMBAH,Independent,29796

GABBAR SAKHWAR,AMBAH,Bharatiya Janata Party,29715

SATYAPRAKASH SAKHAWAR [ADVOCATE],AMBAH,Bahujan Samaj Party,22179

VIJAY KUMAR CHHARI,AMBAH,Independent,1042

GAJENDAR SINGH,AMBAH,Independent,784

SITA DEVI,AMBAH,Independent,687

SEEMA KATHERIYA,AMBAH,Rashtriya Rakshak Morcha,601

RAJKUMAR SHAKHAWAR,AMBAH,Hind Congress Party,463

RAKESH KUMAR GOUR,AMBAH,Independent,375

SUNEEL KUMAR MAHOR,AMBAH,Aam Aadmi Party,359

RAKESH NAGAR,AMBAH,Bhartiya Panchyat Party,317

None of the Above,AMBAH,None of the Above,1255

DR. YOGESH PANDAGRE,AMLA,Bharatiya Janata Party,73481

MANOJ MALVE,AMLA,Indian National Congress,54284

RAKESH MAHALE (ADV),AMLA,Gondvana Gantantra Party,15827

PRABHU MASTAKAR,AMLA,Bahujan Samaj Party,2916

MANOJ DEHARIYA,AMLA,Independent,2391

DR. SURESH BHUMARKAR,AMLA,Aam Aadmi Party,1454

SADARAM JHARBADE,AMLA,Independent,1444

SANTOSH KAROSIYA,AMLA,Independent,1404

MANOJ BIHARE,AMLA,Independent,1067

NAMDEO URFE AAKASH BINJHARE,AMLA,Independent,448

SANDEEP MANKAR,AMLA,Republican Party of India (A),443

PANJABRAO SOLANKI,AMLA,Independent,421

AAKESH MOHABE,AMLA,Independent,324

None of the Above,AMLA,None of the Above,3081

BISAHULAL SINGH,ANUPPUR,Indian National Congress,62770

RAMLAL RAUTEL,ANUPPUR,Bharatiya Janata Party,51209

BESAHU LAL RAUTEL,ANUPPUR,Sapaks Party,2274

BIRENDRA SINGH MARAVI,ANUPPUR,Gondvana Gantantra Party,1721

KAMLA PRASAD BAIGA,ANUPPUR,Bhartiya Shakti Chetna Party,1294

GOVIND SINGH (ADVOKET),ANUPPUR,Aam Aadmi Party,1074

SANTRAM KOL,ANUPPUR,Independent,1036

PUNYA PRATAP SINGH DHURWE,ANUPPUR,Independent,646

AJEET SINGH MARAVI,ANUPPUR,Independent,517

DEEPA J. P. SINGH,ANUPPUR,Independent,484

None of the Above,ANUPPUR,None of the Above,2730

"JAJPAL SINGH ""JAJJI""",ASHOK NAGAR,Indian National Congress,65750

ER. LADDURAM KORI,ASHOK NAGAR,Bharatiya Janata Party,56020

BALKRISHN,ASHOK NAGAR,Bahujan Samaj Party,9559

DEVILAL THEKEDAR,ASHOK NAGAR,Sapaks Party,1462

JAGDISH BHANDARI (AHIRWAR),ASHOK NAGAR,Bahujan Sangharshh Dal,1090

JEEVANDAS,ASHOK NAGAR,Independent,613

V P SINGH JATAV,ASHOK NAGAR,Independent,558

SHYAM SHAKYA,ASHOK NAGAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),520

RAJ BAI,ASHOK NAGAR,Mahanwadi Party,345

DAYALUDAS SHAKYA,ASHOK NAGAR,Bhartiya Panchyat Party,287

LALLIRAM,ASHOK NAGAR,Aam Aadmi Party,259

None of the Above,ASHOK NAGAR,None of the Above,2004

RAGHUNATH SINGH MALVIYA,ASHTA,Bharatiya Janata Party,92292

GOPAL SINGH ENGINEER,ASHTA,Indian National Congress,86248

KAMAL SINGH CHAUHAN,ASHTA,Prajatantrik Samadhan Party,17577

SHAILESH VAIDYA,ASHTA,Bahujan Samaj Party,4487

JAGANNATH SINGH,ASHTA,Independent,1181

URMILA,ASHTA,Independent,1013

RAM PRASAD,ASHTA,Shiv Sena,641

GAJPAL SINGH,ASHTA,Independent,431

SOBHAL SISODIYA,ASHTA,Bhartiya Panchyat Party,308

None of the Above,ASHTA,None of the Above,2108

ARVIND SINGH BHADORIA,ATER,Bharatiya Janata Party,58928

HEMANT SATYADEV KATARE,ATER,Indian National Congress,53950

SANJEEV BAGHEL,ATER,Bahujan Samaj Party,16585

CHATUR SINGH,ATER,Independent,695

NAND KISHOR YADAV,ATER,Samajwadi Party,645

SHYAM SUNDAR SINGH YADAV,ATER,Loktantrik Samajwadi Party,636

ASHOK SINGH BHADOURIA (KANAWAR),ATER,Aam Aadmi Party,520

JALALUDDIN KHAN,ATER,Independent,328

KOSHLENDRA SINGH,ATER,Independent,297

CHANDRVEER SINGH,ATER,Independent,293

GANESH SHINGH BHADORIA,ATER,Independent,270

DINESH SINGH,ATER,Independent,255

SONU,ATER,Independent,245

AVDHESH RAJAWAT,ATER,Independent,220

MITHLESH VIJAY MISHRA (RAJU KHERI),ATER,Sarva Samaj Kalyan Party,191

OMPRAKASH LAHARIA,ATER,Independent,133

SHIVCHARAN SINGH LODHI,ATER,Rashtriya Kranti Party,121

JAY PRAKASH,ATER,Independent,121

SANTOSH SHARMA,ATER,Independent,117

HARENDRA SINGH BHADOURIYA,ATER,Independent,109

UMESH GARG,ATER,Independent,102

INDAL SINGH,ATER,Independent,97

SARVESH SINGH,ATER,Independent,96

RAMNARESH PAVAIYA (JAGNNATH),ATER,Independent,96

ARVIND TYAGI,ATER,Independent,73

SANTOSH KUMAR PACHAURI,ATER,Independent,69

MUKESH KUMAR PORSIYA,ATER,Independent,37

BHURI BAI,ATER,Independent,37

MOHIT SINGH TOMAR,ATER,Independent,37

VIKRANT SINGH,ATER,Independent,36

RAJEEV SINGH BHADORIA,ATER,Independent,33

VIRENDRA D SHARMA,ATER,Independent,31

ENGINEER RAHUL DIXIT,ATER,Independent,30

None of the Above,ATER,None of the Above,195

MURLI MORWAL,BADNAGAR,Indian National Congress,76802

SANJAY SHARMA,BADNAGAR,Bharatiya Janata Party,71421

DASHRATH SARVATE,BADNAGAR,Bahujan Samaj Party,1415

DR. ANAND VERMA,BADNAGAR,Bahujan Sangharshh Dal,1388

PRABHAT PURANIYA,BADNAGAR,Shiv Sena,879

DILIP GARWAL,BADNAGAR,Gondvana Gantantra Party,646

MAMTA RAJPUT,BADNAGAR,Independent,609

MUNNALAL GURJARWADIYA,BADNAGAR,Independent,597

GOPAL PANCHAL,BADNAGAR,Aam Aadmi Party,290

None of the Above,BADNAGAR,None of the Above,1442

RAJVARDHAN SINGH - PREMSINGH DATTIGAW,BADNAWAR,Indian National Congress,84499

BHANWARSINGH SHEKHAWAT,BADNAWAR,Bharatiya Janata Party,42993

RAJESH AGRAWAL,BADNAWAR,Independent,30976

VIKRAM SOLANKI,BADNAWAR,Gondvana Gantantra Party,2605

SAMRATH KASHYAP DHARSIKHEDA,BADNAWAR,Bahujan Samaj Party,2099

MUKESH KUMAR MANDLOI,BADNAWAR,Independent,1010

SANDIP PANWAR,BADNAWAR,Prajatantrik Samadhan Party,409

SHAILENDRA KUMAR,BADNAWAR,Aam Aadmi Party,398

None of the Above,BADNAWAR,None of the Above,2656

SACHIN BIRLA,BADWAHA,Indian National Congress,96230

HITENDRASINGH SOLANKI,BADWAHA,Bharatiya Janata Party,65722

SUBODH SUBHASHCHANDRA SHARMA,BADWAHA,Independent,1599

KESHRILAL PIPLODE,BADWAHA,Bahujan Samaj Party,1497

MOH. RAFEEK MUNDA,BADWAHA,Independent,1050

AAKASH BIRLA,BADWAHA,Madhya Pradesh Jan Vikas Party,814

HEMENDRA PAGARE,BADWAHA,Sapaks Party,496

PARMANANND KEWAT,BADWAHA,Independent,351

MAHAVIR MANDLOI,BADWAHA,Aam Aadmi Party,336

ANOKCHAND,BADWAHA,Independent,228

CHETAN MANDLOI,BADWAHA,Independent,208

SMT. KAVITA KARMA,BADWAHA,Sanjhi Virasat Party,155

None of the Above,BADWAHA,None of the Above,1553

VIJAYRAGHVENDRA SINGH (BASANT SINGH),BADWARA,Indian National Congress,84236

MOTI KASHYAP,BADWARA,Bharatiya Janata Party,62876

AJAY GOTIYA,BADWARA,Bahujan Samaj Party,5942

ARVIND SINGH TEKAM,BADWARA,Gondvana Gantantra Party,4938

RATAN LAL BHATTAR,BADWARA,Independent,2024

BANIYA PRASAD,BADWARA,Independent,1877

ANJAN KOL,BADWARA,Communist Party of India,1745

'' SURESH KOL '',BADWARA,Independent,1433

PREM CHAND MAJHI,BADWARA,Independent,1276

ALKA GOUD,BADWARA,Aam Aadmi Party,1081

LAL SINGH BARKADE,BADWARA,Pichhara Samaj Party United,766

None of the Above,BADWARA,None of the Above,3783

KANNOJE PAHADSINGH,BAGLI,Bharatiya Janata Party,89417

KAMAL WASKALE,BAGLI,Indian National Congress,77574

TERSINGH DEVDA,BAGLI,Independent,8234

MUKESH KUMAR BHILALA,BAGLI,Bahujan Samaj Party,2136

SURESH MORYA,BAGLI,Independent,1934

MOJEELAL AKHADIYA,BAGLI,Aam Aadmi Party,1102

PRAHLAD HARISINGH KARMA,BAGLI,Independent,571

BHIMSINGH,BAGLI,Bahujan Sangharshh Dal,479

DASHRATH SINGH THAKUR,BAGLI,Independent,477

None of the Above,BAGLI,None of the Above,3086

PRANAY PRABHAT PANDEY (GUDDU BHAIYA),BAHORIBAND,Bharatiya Janata Party,89041

KUNWAR SAURABH SINGH,BAHORIBAND,Indian National Congress,72606

CHOUDHARI GOVIND PATEL,BAHORIBAND,Bahujan Samaj Party,5143

SATYENDRA SINGH DABBU RAJPUT,BAHORIBAND,Independent,2727

ANIL SINGH SENGAR (ADVOCATE),BAHORIBAND,Aam Aadmi Party,1662

A.K.KHAN,BAHORIBAND,Pichhara Samaj Party United,1220

SATYENDRA SINGH,BAHORIBAND,Independent,864

HANS RAM YADAV (LALU YADAV),BAHORIBAND,Independent,771

VIRENDRA URF GUDDAN TAMRAKAR,BAHORIBAND,Independent,447

UDAYBHAN SINGH MARAVI,BAHORIBAND,Independent,365

RADHA CHARAN (PAPPU BHAIYA),BAHORIBAND,Bhartiya Shakti Chetna Party,358

RAMTAHL,BAHORIBAND,Independent,254

NARAYAN ALAS SANJAY PATEL,BAHORIBAND,Shiv Sena,235

ASHOK KUMAR RAIKWAR,BAHORIBAND,Independent,232

RAJKUMAR BAKSHI,BAHORIBAND,Independent,225

None of the Above,BAHORIBAND,None of the Above,2735

SANJAY UIKEY,BAIHAR,Indian National Congress,79399

ANUPAMA NETAM,BAIHAR,Bharatiya Janata Party,62919

THAKUR GOPAL SINGH KUSHARE,BAIHAR,Gondvana Gantantra Party,16994

ASHOK MASIH DHURWEY,BAIHAR,Communist Party of India,1900

DILAN SINGH KODAPE,BAIHAR,Aam Aadmi Party,1777

BAIRAGSINGH TEKAM,BAIHAR,Bahujan Samaj Party,1575

DHARAMSINGH MARKAM,BAIHAR,Peoples Party of India (Democratic),1535

SUNIL TEKAM,BAIHAR,Independent,1312

SMT. URMILA NANDLAL UIKEY,BAIHAR,Independent,1009

None of the Above,BAIHAR,None of the Above,5249

GAURISHANKER CHATURBHUJ BISEN,BALAGHAT,Bharatiya Janata Party,73476

ANUBHA MUNJARE,BALAGHAT,Samajwadi Party,45822

VISHVESHWAR  BHAGAT,BALAGHAT,Indian National Congress,28701

ANURAG CHATURMOHTA (MONTU BHAIYA),BALAGHAT,Independent,17113

YOGESH SAMRITE,BALAGHAT,Bahujan Samaj Party,2704

MANORAMA NAGESHWAR,BALAGHAT,Independent,1486

SHYAM MOHAN MATHRE (KAKA),BALAGHAT,Independent,855

MANISHA NANU VAIDYA,BALAGHAT,Sapaks Party,728

BABULAL PITA SUKHLAL BHAGAT,BALAGHAT,Independent,677

DEEPAK KUMAR PATLE,BALAGHAT,Independent,545

DEEPAK KUMAR PINCHA,BALAGHAT,Independent,518

AFSANA KHAN,BALAGHAT,Aam Aadmi Party,503

ADVOCATE SATYAPRAKASH SHULKE,BALAGHAT,Madhya Pradesh Jan Vikas Party,377

KIRAN MADAVI,BALAGHAT,Independent,329

JITENDRA GOYAL (JITU),BALAGHAT,Bahujan Mukti Party,173

SHANKAR  KANSARE,BALAGHAT,Peoples Party of India (Democratic),171

HARICHAND MAHURE,BALAGHAT,Independent,142

SHABANA SAMIM ANSARI,BALAGHAT,Samata Samadhan Party,133

None of the Above,BALAGHAT,None of the Above,861

MAHENDRA SINGH SISODIYA (SANJU BHAIYA),BAMORI,Indian National Congress,64598

"BRIJMOHAN SINGH ""AZAD""",BAMORI,Bharatiya Janata Party,36678

KANHAIYALAL RAMESHWAR AGRAWAL,BAMORI,Independent,28488

DR OMPRAKASH TRIPATHI,BAMORI,Bahujan Samaj Party,7176

RAMSWAROOP BHIL,BAMORI,Independent,4281

SHRIMATI SUMAN DEVI YOGENDRA SHARMA,BAMORI,Communist Party of India,3383

DEVENDRA KUMAR UPADHYAY (MAHIDPUR WALE),BAMORI,Independent,3111

GUDDI BAI LODHA,BAMORI,Independent,1644

SEVAK RAM KUSHWAH,BAMORI,Pichhara Samaj Party United,1022

BACHCHHRAJ SINGH YADAV (GRAM DUMAWAN),BAMORI,Samajwadi Party,777

GIRRAJ DHAKAD,BAMORI,Aam Aadmi Party,652

PT. LAKHAN SHASTRI,BAMORI,Sapaks Party,562

RAMCHARAN DHAKAD,BAMORI,Rashtriya Jankranti Party,489

BABULAL SEN (HARIPUR),BAMORI,Akhil Bhartiya Gondwana Party,407

SHYAM-SUNDAR,BAMORI,Independent,398

BALAKRAM SAHERIYA,BAMORI,Bhartiya Panchyat Party,369

TORANSINGH GAUR (KHERUA),BAMORI,Kranti Janshakti Party,328

None of the Above,BAMORI,None of the Above,1132

TARBAR SINGH (BANTU BHAIYA),BANDA,Indian National Congress,84456

HARVANSH SINGH RATHORE (SUKKU BHAIYA),BANDA,Bharatiya Janata Party,60292

AHEER RAMAKANT YADAV,BANDA,Bahujan Samaj Party,7890

PUSHPEND SINGH,BANDA,Bhartiya Shakti Chetna Party,2789

RAMDAS AHIRWAR,BANDA,Independent,1159

SUREDRA AHIRWAR,BANDA,Independent,654

RAJESH ATHIYA,BANDA,Independent,606

IMRAN KHAN,BANDA,Independent,537

RAMESH AHIRWAR,BANDA,Independent,384

BHAGWAN DAS YADAV,BANDA,Aam Aadmi Party,339

TARVAR (BHAIYA),BANDA,Independent,279

MOJI AHIRWAR,BANDA,Independent,252

CHAND KHA (CHANDU),BANDA,Independent,242

GHURAN CHOUDHARI,BANDA,Independent,225

JAVID KHAN,BANDA,Independent,201

None of the Above,BANDA,None of the Above,2273

SHIVNARAYAN SINGH (LALLU BHAIYA),BANDHAVGARH,Bharatiya Janata Party,59158

DHYAN SINGH,BANDHAVGARH,Indian National Congress,55255

SATILAL BEGA,BANDHAVGARH,Independent,18663

RAM MILAN BAIGA,BANDHAVGARH,Gondvana Gantantra Party,9854

SHIVPRASAD KOL,BANDHAVGARH,Bahujan Samaj Party,6936

SARAJU KOL,BANDHAVGARH,Sapaks Party,2981

JHAMUA KOL,BANDHAVGARH,Independent,1203

KRISHN KUMAR,BANDHAVGARH,Aam Aadmi Party,1151

VIJAY SINGH,BANDHAVGARH,Bhartiya Shakti Chetna Party,1132

None of the Above,BANDHAVGARH,None of the Above,5037

"""ARJUN SINGH""",BARGHAT,Indian National Congress,90053

NARESH WARKADE,BARGHAT,Bharatiya Janata Party,82526

SHRISHYAM DHURVEY,BARGHAT,Gondvana Gantantra Party,6320

SHASHI/KISHORI BHALAVI,BARGHAT,Bahujan Samaj Party,2359

ANIL SALLAM,BARGHAT,Communist Party of India  (Marxist),1755

NEPAL SINGH UIKEY,BARGHAT,Independent,1602

NARENDRA KUNJAM,BARGHAT,Aam Aadmi Party,1066

None of the Above,BARGHAT,None of the Above,2372

"SANJAY YADAV ""SEONI TOLA""",BARGI,Indian National Congress,86901

PRATIBHA SINGH,BARGI,Bharatiya Janata Party,69338

SHANKER SINGH,BARGI,Independent,3281

ADVOCATE SIDDHARTH GUPTA,BARGI,Gondvana Gantantra Party,2376

RAM MANOHAR,BARGI,Bahujan Samaj Party,1895

ANEETA,BARGI,Bhartiya Shakti Chetna Party,1655

SHIV PRASAD,BARGI,Independent,1043

SARJU MASRAM,BARGI,Independent,899

SMT. JYOTI NITIN SINGH,BARGI,Samajwadi Party,527

VINOD MEADHTO,BARGI,Independent,456

DR. ANUJA PATEL (LODHI),BARGI,Independent,448

INDAL SINGH,BARGI,Nirbal Indian Shoshit Hamara Aam Dal,390

SURESH SHING SATNAMI,BARGI,Bhartiya Panchyat Party,389

ADVOCATE ABHAY SAHU,BARGI,Independent,347

SMT. VIMLAWATI PATEL (VIMLA HARDWARE),BARGI,Shiv Sena,321

None of the Above,BARGI,None of the Above,3091

PREMSINGH PATEL,BARWANI (S.T.),Bharatiya Janata Party,88151

RAJAN MANDLOI,BARWANI (S.T.),Independent,49364

RAMESH PATEL,BARWANI (S.T.),Indian National Congress,34084

SUMER SINGH BADOLE,BARWANI (S.T.),Bahujan Samaj Party,1928

RANA DURGESHSINGH,BARWANI (S.T.),Independent,1839

SANJAY MANDLOI,BARWANI (S.T.),Independent,1756

CHANDAN S/O JAGAN,BARWANI (S.T.),Aam Aadmi Party,1371

None of the Above,BARWANI (S.T.),None of the Above,4611

"LEENA SANJAY JAIN ""TAPPU""",BASODA,Bharatiya Janata Party,73520

NISHANK KUMAR JAIN,BASODA,Indian National Congress,63294

RAVINDRA SINGH RAGHUWANSHI,BASODA,Sapaks Party,2529

CHETAN KUMAR AHIRWAR,BASODA,Bahujan Samaj Party,1690

MASHKUR ALI,BASODA,Independent,1003

MAHARAJ SINGH,BASODA,Bahujan Sangharshh Dal,803

NEERAJ SAHU,BASODA,Independent,751

RAJENDRA TIWARI,BASODA,Aam Aadmi Party,398

HIMMAT SINGH KUSHWAH,BASODA,Rashtriya Lok Samta Party,318

ROSHAN,BASODA,Apna Dal (Soneylal),263

DEVENDRA SINGH,BASODA,Independent,257

MAHESH KUMAR RAJORIYA,BASODA,Bhartiya Panchyat Party,185

None of the Above,BASODA,None of the Above,1220

KOL SARAD JUGLAL,BEOHARI,Bharatiya Janata Party,78007

TEJ PRATAP SINGH UIKEY,BEOHARI,Gondvana Gantantra Party,45557

RAMPAL SINGH,BEOHARI,Indian National Congress,38557

RAM VISHAL KOL,BEOHARI,Bahujan Samaj Party,5004

AJEET KUMAR (ASHOK),BEOHARI,Nirbal Indian Shoshit Hamara Aam Dal,4930

DEVIDEEN BAIGA,BEOHARI,Sapaks Party,3151

DASHRATH SINGH MARAVI,BEOHARI,Aam Aadmi Party,2549

KESHAV KOL,BEOHARI,Independent,2317

GOPAL SINGH NETAM,BEOHARI,Bhartiya Shakti Chetna Party,2252

RAMADHAR,BEOHARI,Independent,1472

KALAVATI,BEOHARI,Independent,1438

ARUN KUMAR SINGH MARAVI,BEOHARI,Peoples Party of India (Democratic),757

None of the Above,BEOHARI,None of the Above,4474

VISHNU KHATRI,BERASIA,Bharatiya Janata Party,77814

JAYSHREE HARIKARAN,BERASIA,Indian National Congress,64035

"BRAHAMANAND RATNAKAR ""BRAHAMMA BHAIYA""",BERASIA,Independent,11815

ANITA AHIRWAR,BERASIA,Bahujan Samaj Party,3199

TORAN SINGH AHIRWAR,BERASIA,Rashtriya Lok Samta Party,1540

DAYA RAM MEHAR,BERASIA,Independent,1096

SARDAR SING CHOUHAN,BERASIA,Bhartiya Veer Dal,871

SHIVNARAYAN AHIRWAR (SHIBBU BHAIYA),BERASIA,Aam Aadmi Party,700

None of the Above,BERASIA,None of the Above,1835

NILAY VINOD DAGA,BETUL,Indian National Congress,96717

HEMANT VIJAY KHANDELWAL,BETUL,Bharatiya Janata Party,75072

LATA-RAJU MHASKI,BETUL,Sapaks Party,3916

RAKESH CHOUKIKAR,BETUL,Bahujan Samaj Party,2296

RAJU CHARPE,BETUL,Independent,1321

AJAY,BETUL,Aam Aadmi Party,1004

REKHA GALFAT,BETUL,Independent,862

KALLUSINGH UIKEY,BETUL,Gondvana Gantantra Party,850

RAJ RANE,BETUL,Independent,486

GULABCHAND MAYWAD,BETUL,Independent,353

AAZAD CHANDRA SHEKHER PANDOLE SAMAJ SEVAK,BETUL,Independent,228

ASHOK KUMAR SONI,BETUL,Independent,139

KANHAIYA YADAV,BETUL,Independent,126

None of the Above,BETUL,None of the Above,4635

KEDAR CHIDABHAI DAWAR,BHAGWANPURA,Independent,73758

JAMNASINGH SOLANKI,BHAGWANPURA,Bharatiya Janata Party,64042

VIJAY SINGH SOLANKI,BHAGWANPURA,Indian National Congress,20112

BHAI KIRANSINGH BADOLE (KIRESH),BHAGWANPURA,Communist Party of India,2809

RAKESH S/O TUKARAM CHOUHAN,BHAGWANPURA,Bahujan Samaj Party,1577

AMIT  BALKE,BHAGWANPURA,Independent,1456

PARSRAM BABULAL,BHAGWANPURA,Sapaks Party,1037

BHURELAL BILWALE,BHAGWANPURA,Aam Aadmi Party,942

None of the Above,BHAGWANPURA,None of the Above,4371

DHARMU SINGH SIRSAM,BHAINSDEHI,Indian National Congress,104592

MAHENDRA SINGH CHOUHAN,BHAINSDEHI,Bharatiya Janata Party,73712

SEVARAM EWANEY,BHAINSDEHI,Gondvana Gantantra Party,5693

NARBADI UIKEY,BHAINSDEHI,Bahujan Samaj Party,3128

RANGILAL MESHRAM,BHAINSDEHI,Bahujan Mukti Party,2410

YOGENDRA SINGH CHOUHAN,BHAINSDEHI,Independent,1951

SUNIL KAWDE,BHAINSDEHI,Aam Aadmi Party,1315

None of the Above,BHAINSDEHI,None of the Above,7948

RAKSHA SANTRAM SARONIYA,BHANDER,Indian National Congress,73569

RAJNI PRAJAPATI,BHANDER,Bharatiya Janata Party,33673

SMT. KIRAN BALA,BHANDER,Bahujan Samaj Party,2641

NARAYAN SINGH (BABUJI),BHANDER,Bahujan Sangharshh Dal,2322

KARAN SINGH,BHANDER,Bhartiya Shakti Chetna Party,1165

UMESH KUMAR PRAJAPATI,BHANDER,Independent,1040

GHANSHYAM (KORI),BHANDER,Sanjhi Virasat Party,876

KHETAAN SINGH PARIHAR,BHANDER,Independent,809

UTTAM SINGH,BHANDER,Independent,446

ASHOK DANDOTIYA,BHANDER,Independent,345

GHANSHYAM VERMA,BHANDER,Aam Aadmi Party,313

None of the Above,BHANDER,None of the Above,1227

JHUMA DR. DHYANSINGH SOLANKI,BHIKANGAON,Indian National Congress,91635

DHOOL SINGH DAWAR,BHIKANGAON,Bharatiya Janata Party,64378

"RAJENDRA TUKARAM ""VIKAS""",BHIKANGAON,Independent,2275

BABALU S/O BHANGI,BHIKANGAON,Bahujan Samaj Party,1354

BANSINGH DAWAR,BHIKANGAON,Independent,618

GODAVARI TUKARAM BHASKARE,BHIKANGAON,Independent,533

RAMU SIRSATE,BHIKANGAON,Aam Aadmi Party,414

KRISHNA GHOSHLE,BHIKANGAON,Independent,337

None of the Above,BHIKANGAON,None of the Above,3885

SANJEEV SINGH (SANJU),BHIND,Bahujan Samaj Party,69107

CHAUDHARY RAKESH SINGH CHATURVEDI,BHIND,Bharatiya Janata Party,33211

NARENDRA SINGH KUSHWAH,BHIND,Samajwadi Party,30474

DR. RAMESH DUBEY,BHIND,Indian National Congress,8297

CHUNNILAL PRAJAPATI,BHIND,Bahujan Mukti Party,729

DR. MANOJ JAIN,BHIND,Sapaks Party,687

UDAYVEER SINGH,BHIND,Independent,655

DALVEER SINGH RATHOR,BHIND,Shiv Sena,600

BHAI MUKESH  GARG - PARSHAD,BHIND,Bahujan Sangharshh Dal,566

DR. RAMKUMAR TRIPATHI (SEETI),BHIND,Independent,526

REKHA MUNNA SHAKYA,BHIND,All India Forward Bloc,448

SAKET SAXENA,BHIND,Aam Aadmi Party,427

SURESH,BHIND,Independent,282

REKHA - RAKESH AGRAWAL,BHIND,Bhartiya Sarvsamaj Party,234

CHAU. CALLECTAR SINGH,BHIND,Independent,204

SUNIL,BHIND,Independent,201

MANOJ SINGH KUSHWAH (FOUZI),BHIND,Bhartiya Jan Yug Party,168

JASMANT SINGH,BHIND,Jan Adhikar Party,164

None of the Above,BHIND,None of the Above,942

LAKHAN SINGH YADAV,BHITARWAR,Indian National Congress,66439

ANOOP MISHRA,BHITARWAR,Bharatiya Janata Party,54309

"VISHVJIT ""BEENU PATEL""",BHITARWAR,Bahujan Samaj Party,18728

