BALWANT SINGH,Ahore,Shiv Sena,311

DINESH KUMAR,Ahore,Aam Aadmi Party,255

PRAKASH SINGH,Ahore,Abhinav Rajasthan Party,189

None of the Above,Ahore,None of the Above,3111

VASUDEV DEVNANI,Ajmer North,Bharatiya Janata Party,67881

MAHENDRA SINGH RALAWATA,Ajmer North,Indian National Congress,59251

AMAD,Ajmer North,Bahujan Samaj Party,1940

SANDEEP TANWAR,Ajmer North,Independent,430

SHWETA SHARMA,Ajmer North,Independent,396

NEERAJ PAREEK,Ajmer North,Bharatiya Rashtravadi Samanta Party,387

TRIVENDRA KUMAR PATHAK,Ajmer North,Bharat Vahini Party,345

VIRENDRA SINGH,Ajmer North,Aam Aadmi Party,253

MANOJ SHARMA,Ajmer North,National Future Party,155

GHISU SINGH,Ajmer North,Independent,117

PEERDAN SINGH,Ajmer North,Independent,105

DURGADAS TULSIANI,Ajmer North,Independent,96

None of the Above,Ajmer North,None of the Above,1591

ANITA BHADEL,Ajmer South,Bharatiya Janata Party,69064

HEMANT BHATI,Ajmer South,Indian National Congress,63364

DR RAKESH SHIVASHIYA,Ajmer South,Independent,1065

GANPAT LAL,Ajmer South,Bahujan Samaj Party,793

VIJAY KUMAR,Ajmer South,National Future Party,564

AMIT LAHIRI,Ajmer South,Bharatiya Yuva Shakti,358

PANKAJ,Ajmer South,Aam Aadmi Party,191

ASHOK KUMAR NOGIYA,Ajmer South,Republican Party of India (A),135

BEENA SUKRIYA,Ajmer South,Bhartiya Public Labour Party,131

JAGDISH BHAMBI,Ajmer South,Bharatiya Rashtravadi Samanta Party,129

PRAMENDRA CHOUHAN,Ajmer South,Shiv Sena,110

None of the Above,Ajmer South,None of the Above,1779

TIKA RAM JULLY,Alwar Rural,Indian National Congress,85752

MASTER RAMKISHAN,Alwar Rural,Bharatiya Janata Party,59275

RINKY VERMA,Alwar Rural,Bahujan Samaj Party,25379

BISHAN LAL,Alwar Rural,Independent,491

SAWAINATH SAPERA,Alwar Rural,Bharatiya Rashtravadi Samanta Party,470

RAJENDRA PRASAD DOCHANIA,Alwar Rural,Independent,439

MANISH,Alwar Rural,Aam Aadmi Party,313

RAMBABU  BASWAL (KHATIK),Alwar Rural,Bharatiya Yuva Shakti,275

KANHAIYA LAL JATAV,Alwar Rural,Bharat Vahini Party,249

MASTER SHYAM LAL,Alwar Rural,Samajwadi Party,208

JEETU JATAV,Alwar Rural,Lok Jan Shakti Party,159

PREM CHAND JATAV,Alwar Rural,Shiv Sena,157

DIPENDRA ARYA,Alwar Rural,Abhinav Rajasthan Party,103

None of the Above,Alwar Rural,None of the Above,1236

SANJAY SHARMA,Alwar Urban,Bharatiya Janata Party,85041

SHWETA SAINI,Alwar Urban,Indian National Congress,63033

TARA SINGH,Alwar Urban,Bahujan Samaj Party,6370

AJAY KUMAR PUNIYA,Alwar Urban,Aam Aadmi Party,3507

NAVJOT SINGH BHAMLOT,Alwar Urban,Abhinav Rajasthan Party,2706

C.A. SHRIKISHAN GUPTA,Alwar Urban,Shiv Sena,1727

TEJPAL SAINI,Alwar Urban,Communist Party of India,738

KAPIL JASAIWAL,Alwar Urban,Independent,513

BHAGCHAND,Alwar Urban,Akhil Bharat Hindu Mahasabha,490

AMAR CHAND MINA,Alwar Urban,Independent,478

RAMESH CHAND SINGHAL,Alwar Urban,National Unionist Zamindara Party,341

ANAND KUMAR SAIN,Alwar Urban,Independent,259

RAJAN GUPTA,Alwar Urban,Bharat Vahini Party,243

RAHUL KUMAR GUPTA,Alwar Urban,Independent,167

PREM KUMAR VERMA,Alwar Urban,Ambedkarite Party of India,160

SHOBHARAM,Alwar Urban,Bharatiya Yuva Shakti,120

MAHESH CHAND SHARMA,Alwar Urban,Jago Party,74

None of the Above,Alwar Urban,None of the Above,1081

SATISH POONIA,Amber,Bharatiya Janata Party,93132

PRASHANT SHARMA,Amber,Indian National Congress,79856

NAVIN PILANIYA,Amber,Bahujan Samaj Party,15994

RAMJI LAL YADAV,Amber,Communist Party of India  (Marxist),1547

LAL CHAND SHARMA,Amber,Independent,1537

POORAN CHAND VERMA,Amber,Ambedkarite Party of India,1470

NATWAR SINGH,Amber,Independent,1401

MOHAN LAL SHARMA,Amber,Independent,687

GAURU SINGH DEVAL,Amber,Independent,579

VINOD MEENA,Amber,Shiv Sena,383

AFZAL KHAN,Amber,Independent,361

HEM CHAND SAINI,Amber,Aam Aadmi Party,271

KARISHAN KUMAR CHOUDHARY,Amber,Independent,231

RAMESH KUMAR SHARMA,Amber,Bharatiya Yuva Shakti,196

RAMESH CHAND MEENA,Amber,Panch Party,161

None of the Above,Amber,None of the Above,1678

PRAMOD BHAYA,Anta,Indian National Congress,97160

PRABHU LAL SAINI,Anta,Bharatiya Janata Party,63097

ASHOK KUMAR JAIN,Anta,Aam Aadmi Party,1739

RAVIKANT MEENA,Anta,Independent,1447

DEENBANDHU DHAKAD,Anta,Bahujan Samaj Party,1335

BHUVNESH NAGAR,Anta,Independent,796

DINESH KUMAR,Anta,Independent,374

None of the Above,Anta,None of the Above,1301

SANTOSH,Anupgarh,Bharatiya Janata Party,79383

KULDEEP INDORA,Anupgarh,Indian National Congress,58259

SHIMLA DEVI NAYAK,Anupgarh,Independent,21666

PAWAN KUMAR DUGGAL,Anupgarh,Communist Party of India  (Marxist),17688

SHANKAR LAL,Anupgarh,Bahujan Samaj Party,1522

JAGDISH,Anupgarh,Aam Aadmi Party,1070

BANWARI,Anupgarh,Maharana Kranti Party,726

None of the Above,Anupgarh,None of the Above,3009

JABBAR SINGH SANKHALA,Asind,Bharatiya Janata Party,70249

MANISH MEWARA,Asind,Indian National Congress,70095

MANSUKH SINGH,Asind,Rashtriya Loktantrik Party,42070

DHANNA LAL SALVI,Asind,Bahujan Samaj Party,6092

RAM KUMAR MALI,Asind,Bharatiya Yuva Shakti,2597

JAGDISH,Asind,Aam Aadmi Party,2001

DEVI SINGH,Asind,Rashtriya Krantikari Samajwadi Party,880

RADHESHYAM VAISHNAV,Asind,Ambedkar Samaj Party,853

MAHVEER PRASAD,Asind,Independent,792

JAGDISH SHARMA,Asind,Bharat Vahini Party,664

None of the Above,Asind,None of the Above,2943

GOPICHAND MEENA,Aspur,Bharatiya Janata Party,57062

UMESH,Aspur,Bhartiya Tribal Party,51732

RAIYA MEENA,Aspur,Indian National Congress,42185

SHANTA KALASUA,Aspur,Bahujan Samaj Party,2996

SHIVLAL MAIDA,Aspur,Independent,2121

DEVILAL MEENA,Aspur,Bharatiya Yuva Shakti,1942

None of the Above,Aspur,None of the Above,4426

MAHENDRAJEET SINGH MALVIYA,Bagidora,Indian National Congress,97638

KHEMRAJ GARASIYA,Bagidora,Bharatiya Janata Party,76328

KAMALKANT KATARA,Bagidora,Bhartiya Tribal Party,9538

RATAN,Bagidora,Bahujan Samaj Party,3309

JAHU,Bagidora,Independent,2837

KAMALKISHOR PARGI,Bagidora,Independent,1364

VALARAM,Bagidora,Janata Dal  (United),1267

None of the Above,Bagidora,None of the Above,5581

GANGA DEVI,Bagru,Indian National Congress,96635

KAILASH CHAND VERMA,Bagru,Bharatiya Janata Party,91292

DINESH RAI BHATI,Bagru,Rashtriya Loktantrik Party,15796

K.L.PANWAR,Bagru,Bahujan Samaj Party,1590

MAHESH NARANIA,Bagru,Independent,1202

JAGDISH PRASAD NAINAWAT,Bagru,Aam Aadmi Party,971

TEEKAM CHAND,Bagru,Bharatiya Yuva Shakti,715

DOLAT RAM,Bagru,Janata Dal  (United),671

GOMA SAGAR RAIGAR,Bagru,Independent,612

MUKESH KUMAR MAHARDA,Bagru,Bharat Vahini Party,571

YOGESH,Bagru,Bharatiya Rashtravadi Samanta Party,455

HIMANSHU VERMA,Bagru,Abhinav Rajasthan Party,331

RAVI VEDWAL,Bagru,Peoples Party of India (Democratic),313

MEGH LAL,Bagru,Republican Party of India (A),302

BHANU KHORWAL,Bagru,Indian Peoples Green Party,186

None of the Above,Bagru,None of the Above,4203

PUSHPENDRA SINGH,Bali,Bharatiya Janata Party,96238

UMMED SINGH,Bali,Nationalist Congress Party,68051

RAJUGIRI JI,Bali,Bharat Vahini Party,5616

INDU CHOUDHARY,Bali,Independent,5414

SHAILESH KUMAR MOUSALPURIYA,Bali,Independent,3479

JAIPAL SINGH,Bali,Independent,3270

MAHENDRA KUMAR,Bali,Abhinav Rajasthan Party,2920

DANARAM MEENA,Bali,Bahujan Samaj Party,2796

SURENDRA SINGH,Bali,Independent,1723

KHARTARAM,Bali,Independent,783

HARIRAM,Bali,Rashtriya Samaj Paksha,775

None of the Above,Bali,None of the Above,5334

INDRA,Bamanwas,Indian National Congress,73656

NAWAL KISHORE MEENA,Bamanwas,Independent,35143

RAJENDRA,Bamanwas,Bharatiya Janata Party,25076

MANTURI,Bamanwas,Bahujan Samaj Party,1853

RAJESH,Bamanwas,Aam Aadmi Party,1751

ANTIMA,Bamanwas,Bharatiya Rashtravadi Samanta Party,726

MAKKHAN,Bamanwas,Independent,639

SHYAM LAL,Bamanwas,Independent,527

None of the Above,Bamanwas,None of the Above,1937

GAJRAJ KHATANA,Bandikui,Indian National Congress,56433

RAM KISHOR SAINI,Bandikui,Bharatiya Janata Party,51669

BHAGCHAND SAINI,Bandikui,Bahujan Samaj Party,44992

VED PRAKASH SHARMA,Bandikui,Independent,810

SHAILAJA SIKARWAR,Bandikui,Independent,760

SURESH KUMAR ASHIWAL,Bandikui,Independent,759

KAILASH SHARMA SOMADA,Bandikui,Hindustan Janta Party,614

RAMPHOOL MEENA,Bandikui,Independent,581

DHARAMRAM SAINI,Bandikui,Bharatiya Yuva Shakti,564

SHRI CHAND,Bandikui,Republican Party of India (A),347

HARINARAYAN BANSHIWAL,Bandikui,Aam Aadmi Party,271

MANEESH JOSHI,Bandikui,Independent,204

RAMKARAN SAINI,Bandikui,Independent,170

JAGDISH,Bandikui,Independent,152

DAULAT RAM,Bandikui,Bharat Vahini Party,148

MAHAVEER PRASAD SAIN,Bandikui,Independent,108

None of the Above,Bandikui,None of the Above,1021

SHAKUNTALA RAWAT,Bansur,Indian National Congress,65656

DEVI SINGH SHEKHAWAT,Bansur,Independent,47736

MAHENDRA KUMAR YADAV,Bansur,Bharatiya Janata Party,44226

MUKESH,Bansur,Samajwadi Party,3122

OMPRAKASH,Bansur,Bahujan Samaj Party,1442

JALE SINGH,Bansur,Independent,1426

OMPRAKASH GURJAR,Bansur,Abhinav Rajasthan Party,992

MEERA BAI,Bansur,Rashtriya Loktantrik Party,556

ASHOK SINGH CHAUHAN,Bansur,Independent,457

KULDEEP SHARMA,Bansur,Bharat Vahini Party,312

POORAN MAL GURJAR,Bansur,Nationalist People's Front,305

GHANSHYAM,Bansur,Loktantrik Janta Dal,255

None of the Above,Bansur,None of the Above,1966

ARJUN SINGH BAMNIYA,Banswara,Indian National Congress,88447

HAKRU MAIDA,Banswara,Bharatiya Janata Party,70081

DHAN SINGH RAWAT,Banswara,Independent,32950

DHIRAJMAL DINDOR,Banswara,Janata Dal  (United),5009

SHANTA,Banswara,Bahujan Samaj Party,2223

RUPCHAND RAWAT,Banswara,Independent,1258

None of the Above,Banswara,None of the Above,3910

PANA CHAND MEGHWAL,Baran-atru,Indian National Congress,86986

BABOO LAL VERMA,Baran-atru,Bharatiya Janata Party,74738

DHARMRAJ MEHRA,Baran-atru,Independent,3778

LALIT SHAKYAWAL,Baran-atru,Independent,1069

RAM BHAROSH NARWALA,Baran-atru,Bahujan Samaj Party,960

RAMSINGH AIRWAL,Baran-atru,Shiv Sena,655

BHARAT PRAKASH,Baran-atru,Aam Aadmi Party,321

HEMRAJ MEHRA,Baran-atru,Bharatiya Yuva Shakti,264

LAKSHMAN KUMAR BAIRWA,Baran-atru,Bharat Vahini Party,197

RAJENDRA KUMAR,Baran-atru,Bahujan Mukti Party,183

None of the Above,Baran-atru,None of the Above,3063

GIRRAJ SINGH,Bari,Indian National Congress,79712

JASVANT SINGH,Bari,Bharatiya Janata Party,60029

RAMHET,Bari,Bahujan Samaj Party,36798

RAMHET,Bari,Independent,892

BRIJMOHAN,Bari,Independent,889

BAHADURSINGH,Bari,Independent,731

IMAMUDDEEN,Bari,Independent,465

GIRRAJ SINGH,Bari,Independent,324

JEETENDRA,Bari,Independent,141

None of the Above,Bari,None of the Above,1698

LALIT KUMAR OSTWAL,Bari sadri,Bharatiya Janata Party,97111

PRAKASH CHOUDHARY,Bari sadri,Indian National Congress,88301

CHAMAN PAL SINGH,Bari sadri,Bahujan Samaj Party,3704

MAHENDRA SINGH,Bari sadri,Independent,2951

VINOD KUMAR BHOI,Bari sadri,Independent,2181

DILIP KUMAR SONI,Bari sadri,Anjuman Party,1901

GOVIND KUMAR TELI,Bari sadri,Independent,646

DORAN KHAN,Bari sadri,Indian New Congress Party,430

GULAB CHAND SEHLOT,Bari sadri,Independent,313

RAMESH CHANDRA SETHIYA,Bari sadri,United National Party,239

NEPAL SINGH RATHORE,Bari sadri,Janta Sena Rajasthan,238

None of the Above,Bari sadri,None of the Above,3563

MEWARAM JAIN,Barmer,Indian National Congress,97874

COL. SONARAM CHOUDHARY (RETD),Barmer,Bharatiya Janata Party,64827

RAHUL KUMAR,Barmer,Independent,13678

NANAK DAS DHARIWAL,Barmer,Communist Party of India,2488

RAJENDRA KUMAR,Barmer,Bahujan Samaj Party,2325

SHANKAR LAL,Barmer,Independent,1969

KHARTHARAM CHOUDHARY,Barmer,Abhinav Rajasthan Party,1743

JUGTA RAM,Barmer,Independent,1462

None of the Above,Barmer,None of the Above,2048

KHILADI LAL BAIRWA,Baseri,Indian National Congress,54297

CHHITRIYA LAL JATAV,Baseri,Bharatiya Janata Party,36741

SUKHRAM KOLI,Baseri,Independent,18593

UDAYVEER SINGH,Baseri,Bahujan Samaj Party,2840

DEEPAK KAIN,Baseri,Bharat Vahini Party,2356

INDRAJEET SINGH NAGAR,Baseri,Independent,1829

SUNIL KUMAR,Baseri,Ambedkarite Party of India,762

AJAY KUMAR VALMIKI,Baseri,Aam Aadmi Party,710

RAMDAS KHATEK,Baseri,Bharatiya Rashtravadi Samanta Party,466

MUNNI,Baseri,Bharatiya Yuva Shakti,277

None of the Above,Baseri,None of the Above,1672

LAXMAN MEENA,Bassi,Independent,79878

KANHAIYALAL,Bassi,Bharatiya Janata Party,37114

ANJU DEVI DHANKA,Bassi,Independent,25207

DAULAT SINGH MEENA,Bassi,Indian National Congress,15626

AVANTI MEENA,Bassi,Independent,2197

RAKESH KUMAR,Bassi,Bahujan Samaj Party,1994

RAMSWAROOP MEENA,Bassi,Independent,1310

RAJENDRA KUMAR MEENA,Bassi,Rashtriya Loktantrik Party,902

LADU RAM HOTALA,Bassi,Independent,810

DHAN SINGH,Bassi,Jan Adhikar Party,682

SANGRAM SINGH BHEEL,Bassi,Bharatiya Rashtravadi Samanta Party,447

PREM DEVI,Bassi,Ambedkarite Party of India,380

SHEELA MEENA,Bassi,Bharat Vahini Party,314

RAJESH KUMAR MEENA,Bassi,Nationalist People's Front,197

RAMPRAKASH MEENA,Bassi,Aam Aadmi Party,142

None of the Above,Bassi,None of the Above,1558

AMAR SINGH,Bayana,Indian National Congress,86962

DR. RITU BANAWAT,Bayana,Bharatiya Janata Party,80267

SUNIL KUMAR,Bayana,Bahujan Samaj Party,3054

MISHRI PRASAD KOLI,Bayana,Independent,582

MAHESH CHANDRA VALMEKI,Bayana,Bharatiya Rashtravadi Samanta Party,215

PREM SINGH,Bayana,Bharatiya Yuva Shakti,195

VISHNU KUMAR,Bayana,Dalit Kranti Dal,192

LOKENDRA,Bayana,Aam Aadmi Party,165

None of the Above,Bayana,None of the Above,1253

HARISH CHOUDHARY,Baytu,Indian National Congress,57703

UMMEDA RAM,Baytu,Rashtriya Loktantrik Party,43900

KAILASH CHOUDHARY,Baytu,Bharatiya Janata Party,39392

KISHORE SINGH,Baytu,Bahujan Samaj Party,27677

UMEEDA RAM AKA AMIT NAYAK,Baytu,Independent,2613

MAGA RAM,Baytu,Dalit Soshit Pichhara Varg  Adhikar Dal,2259

PEMA RAM,Baytu,Independent,1697

KARNARAM,Baytu,Abhinav Rajasthan Party,1268

JOGA RAM,Baytu,Aam Aadmi Party,714

BHANA RAM,Baytu,Rashtriya Jankranti Party,701

None of the Above,Baytu,None of the Above,2754

SHANKAR SINGH RAWAT,Beawar,Bharatiya Janata Party,69932

PARASMAL JAIN,Beawar,Indian National Congress,65430

DEVENDRA SINGH CHOUHAN,Beawar,Independent,18674

ABHISHEK SINGH,Beawar,Independent,2828

DHANNARAM KHORWAL,Beawar,Bahujan Samaj Party,1443

MANJEET SINGH,Beawar,Aam Aadmi Party,1114

VIJAY KUMAR KUMAWAT,Beawar,Independent,742

SURENDRA KUMAR,Beawar,Independent,703

PRAKASH PARIHAR,Beawar,Independent,462

GOPAL SINGH CHOUHAN,Beawar,Independent,458

RAHUL RAWAT,Beawar,Nationalist People's Front,387

MISHRI KATHAT,Beawar,Indian Peoples Green Party,306

None of the Above,Beawar,None of the Above,2114

BIDHURI RAJENDRA SINGH,Begun,Indian National Congress,99259

DR. SURESH DHAKER,Begun,Bharatiya Janata Party,97598

GOPALLAL BHIL,Begun,Independent,10919

RAMESHVAR LAL BAIRVA,Begun,Bahujan Samaj Party,2050

GOPAL LAL GURJAR,Begun,Lok Jan Shakti Party,1497

LAL SINGH CHOUHAN,Begun,Janta Sena Rajasthan,1426

DEVI LAL JANGAM,Begun,Aam Aadmi Party,551

PRABHU LAL GURJAR,Begun,Bharatiya Yuva Shakti,479

None of the Above,Begun,None of the Above,3165

BALJEET YADAV,Behror,Independent,55160

RAMCHANDRA YADAV,Behror,Indian National Congress,51324

MOHIT YADAV,Behror,Bharatiya Janata Party,37755

JASRAM,Behror,Bahujan Samaj Party,12433

ASHA,Behror,Aam Aadmi Party,842

KHAMOSH DEVI,Behror,Independent,823

MUKESH KUMAR SHARMA,Behror,Bharat Vahini Party,724

MAHENDRA SINGH,Behror,Janata Dal  (United),378

GAJRAJ SINGH YADAV,Behror,Abhinav Rajasthan Party,252

None of the Above,Behror,None of the Above,1246

BALWAN POONIA,Bhadra,Communist Party of India  (Marxist),82204

SANJEEV KUMAR,Bhadra,Bharatiya Janata Party,59051

DR. SURESH CHOUDHARI,Bhadra,Indian National Congress,37574

ROOP NATH,Bhadra,Bahujan Samaj Party,15581

PREM SINGH POONIA,Bhadra,Independent,1465

PRATAP SINGH,Bhadra,Independent,1162

RAMSWAROOP,Bhadra,Independent,711

VISHVAJEET SINGH,Bhadra,Independent,624

RAJESH KUMAR,Bhadra,Independent,524

BHAGIRATH,Bhadra,Independent,348

MANOJ KUMAR,Bhadra,Independent,297

BALWAN SINGH,Bhadra,Independent,295

None of the Above,Bhadra,None of the Above,2300

DR. SUBHASH GARG,Bharatpur,Rashtriya Lok Dal,52869

VIJAY BANSAL(PAPPU BANDA),Bharatpur,Bharatiya Janata Party,37159

GIRDHARI TIWARI,Bharatpur,Bharat Vahini Party,35407

DALVEER SINGH,Bharatpur,Independent,24258

JASVEER SINGH,Bharatpur,Bahujan Samaj Party,15018

SANJEEV GUPTA,Bharatpur,Aam Aadmi Party,2169

UDAI SINGH,Bharatpur,Shiv Sena,1296

DR. RITU CHOUDHARY,Bharatpur,Independent,962

DINESH,Bharatpur,Independent,829

SHEETAL PRASHAD SHARMA,Bharatpur,Independent,576

MAHENDRA SINGH,Bharatpur,Ambedkarite Party of India,352

TRILOK CHAND,Bharatpur,Independent,333

JAILAL VARMA,Bharatpur,Independent,328

TEJ SINGH,Bharatpur,Dalit Kranti Dal,326

POORAN SINGH,Bharatpur,Independent,325

PRIYANKA,Bharatpur,Bharatiya Yuva Shakti,301

YOGESH,Bharatpur,Loktantrik Janta Dal,248

SANJAY KASHMIRIYA,Bharatpur,Independent,209

HAJARI LAL SHARMA,Bharatpur,Independent,101

None of the Above,Bharatpur,None of the Above,686

VITTHAL SHANKAR AWASTHI,Bhilwara,Bharatiya Janata Party,93198

OM PRAKASH NARANIWAL,Bhilwara,Independent,43620

ANIL DANGI,Bhilwara,Indian National Congress,18941

ABDUL SALAM ANSARI,Bhilwara,SOCIAL DEMOCRATIC PARTY OF INDIA,8468

JASPAL SINGH BHATI,Bhilwara,Independent,3762

SUNIL AGIWAL,Bhilwara,Aam Aadmi Party,1388

SANGRAM SINGH ANCHLIA,Bhilwara,Independent,714

PAWAN KUMAR SHARMA,Bhilwara,Independent,607

CHITRANJAN PANDEY,Bhilwara,Independent,564

SHANKAR LAL SEN,Bhilwara,Bahujan Samaj Party,529

SUSHIL KUMAR NUWAL,Bhilwara,Independent,488

GOPAL LAL TELI,Bhilwara,Independent,439

MANJU MASIHI,Bhilwara,Ambedkarite Party of India,422

ASHISH JOSHI,Bhilwara,Shiv Sena,228

KISHAN LAL VYAS,Bhilwara,Independent,207

IRFAN SHAIKH,Bhilwara,Lok Jan Shakti Party,154

MANISH KUMAR,Bhilwara,Naya Bharat Party,152

None of the Above,Bhilwara,None of the Above,1198

SUDARSHAN SINGH RAWAT,Bhim,Indian National Congress,49355

HARI SINGH CHOUHAN (RAWAT),Bhim,Bharatiya Janata Party,45641

AJAY SONI,Bhim,Independent,35722

HARI SINGH S/O PANNA SINGH,Bhim,Independent,1414

DEVI LAL NAGODA,Bhim,Bahujan Samaj Party,1215

NAINA SINGH CHAUHAN ADVOCATE,Bhim,Bharat Vahini Party,1071

HARI SINGH S/O SOHAN SINGH,Bhim,Independent,964

KHEEMARAM SALVI,Bhim,Independent,542

FATEH SINGH CHAUHAN,Bhim,Aam Aadmi Party,528

LAXMAN LAL SALVI,Bhim,Independent,519

YASHWANTSINGH,Bhim,Independent,463

BALUSINGH RAWAT,Bhim,Janata Dal  (United),417

BABU SINGH,Bhim,Independent,309

None of the Above,Bhim,None of the Above,1904

POORARAM CHOUDHARY,Bhinmal,Bharatiya Janata Party,78893

SAMARJIT SINGH,Bhinmal,Indian National Congress,69247

RAMESH,Bhinmal,Independent,13564

KRISHAN KUMAR,Bhinmal,Bahujan Samaj Party,6434

NANDA DEVI,Bhinmal,Aam Aadmi Party,5535

REKHARAM,Bhinmal,Independent,2055

BHABHOOTA RAM CHOUDHARY,Bhinmal,Independent,1297

TEEKMA RAM BHATI,Bhinmal,Independent,710

FOJARAM,Bhinmal,Bahujan Mukti Party,656

POORAN SINGH,Bhinmal,Abhinav Rajasthan Party,555

KRISHAN KUMAR RAJPUROHIT,Bhinmal,Independent,454

None of the Above,Bhinmal,None of the Above,3492

PUKHRAJ,Bhopalgarh,Rashtriya Loktantrik Party,68386

BHANWARLAL BALAI,Bhopalgarh,Indian National Congress,63424

KAMSA,Bhopalgarh,Bharatiya Janata Party,45802

GUMANRAM,Bhopalgarh,Abhinav Rajasthan Party,5560

SETHARAM,Bhopalgarh,Independent,2285

RAMSUKH,Bhopalgarh,Bahujan Samaj Party,2281

RAMPAL PARIHAR,Bhopalgarh,Independent,1088

None of the Above,Bhopalgarh,None of the Above,2632

SIDDHI KUMARI,Bikaner East,Bharatiya Janata Party,73174

KANHAIYA LAL JHANWAR,Bikaner East,Indian National Congress,66113

GOPAL GAHLOT,Bikaner East,Independent,4969

RAPHIK SHAH,Bikaner East,Bahujan Samaj Party,1617

YUDHISTHAR SINGH BHATI,Bikaner East,Independent,1266

ANKUR SHUKLA,Bikaner East,Abhinav Rajasthan Party,1122

MANJU LATA GAHLOT,Bikaner East,Independent,855

YAKUB ALI,Bikaner East,Independent,534

MOOLCHAND NAYAK,Bikaner East,Ambedkarite Party of India,385

ADARSH SHARMA,Bikaner East,Independent,321

RAJKUMAR KALOD,Bikaner East,Independent,300

ADVOCATE HANUMAN SINGH,Bikaner East,Aam Aadmi Party,300

ARIF HUSSAIN,Bikaner East,Independent,293

PRIYANKA,Bikaner East,Independent,280

VIVEK MACHRA,Bikaner East,Rashtriya Loktantrik Party,273

PHOOSA RAM BHADOO,Bikaner East,Independent,156

PRADEEP SHARMA,Bikaner East,Independent,153

RAJENDRA KUMAR PUROHIT,Bikaner East,Independent,107

HARISINGH RASISAR,Bikaner East,Shiv Sena,106

MADHU BALA,Bikaner East,Dalit Kranti Dal,95

SAWROOPCHAND GAHLOT,Bikaner East,Independent,52

HAJI MOHAMMAD,Bikaner East,Independent,36

None of the Above,Bikaner East,None of the Above,895

BULAKI DAS KALLA,Bikaner West,Indian National Congress,75128

GOPAL KRISHN,Bikaner West,Bharatiya Janata Party,68938

GOPAL GAHLOT,Bikaner West,Independent,6563

NARAYAN HARI,Bikaner West,Bahujan Samaj Party,1462

NARAYAN,Bikaner West,Independent,1007

SHABNAM BANO,Bikaner West,Independent,900

