MADHUSUDAN YADAV,Dongargaon,Bharatiya Janata Party,65498

VANI VILASH PATEL,Dongargaon,Independent,1863

REKHCHAND MANDLE,Dongargaon,Independent,1782

ASHOK VERMA,Dongargaon,Bahujan Samaj Party,1482

CHANDRMANI VERMA,Dongargaon,Aam Aadmi Party,1474

JITENDRA SAHU,Dongargaon,Gondvana Gantantra Party,765

MANMOHAN AGRAWAL,Dongargaon,Independent,574

SANDEEP TEMBURKAR,Dongargaon,Ambedkarite Party of India,380

BANSHI LAL SINHA,Dongargaon,Independent,352

TIJAU RAM VERMA,Dongargaon,Independent,255

RAJ KUMAR SAHU,Dongargaon,Shiv Sena,251

None of the Above,Dongargaon,None of the Above,2257

BHUNESHWAR SHOBHARAM BAGHEL,Dongargarh,Indian National Congress,86949

