S. NARSIMHA REDDY,Amberpet,Independent,146

IMRAN MOHAMMED,Amberpet,New India Party,142

SAI VINAY SINGH,Amberpet,Republican Party of India (A),136

A.SUDARSHAN GANGAPUTRA,Amberpet,Shiv Sena,125

K. NAVEEN,Amberpet,Telangana Labour Party,108

GUNDRATHI SHARADA GOUD,Amberpet,Independent,98

MD. ISMAIL,Amberpet,Independent,88

TEEGA SATYANARAYANA MUDIRAJ,Amberpet,Bharatiya Republican Paksha,85

AASHISH PRAKASH,Amberpet,Independent,83

KAPISTHALAM DEVANATH,Amberpet,Nava Samaj Party,82

KESHAPAGA BALMUKUND,Amberpet,All India Forward Bloc,81

CHANDU BETLA,Amberpet,Yuva Party,80

VARIKUPPALA SAHADEV,Amberpet,Independent,71

PONNAPATI CHINNA LINGANNA,Amberpet,Independent,69

KOMIRI SATYAM,Amberpet,Independent,55

BOIE RAMANA,Amberpet,Independent,55

DEEPAK KUMAR B,Amberpet,Peoples Republican Party,45

K. SHYAM,Amberpet,Independent,43

None of the Above,Amberpet,None of the Above,1462

KRANTHI KIRAN CHANTI,Andole,Telangana Rashtra Samithi,104229

C.DAMODAR RAJANARSIMHA,Andole,Indian National Congress,87764

BABUMOHANPALLY,Andole,Bharatiya Janata Party,2404

MADIGA. BUCHAIAH,Andole,Bahujan Samaj Party,729

POTHARAJU JAYALAKSHIMI,Andole,Bahujana Left Party,549

NAKKA. SURYA KUMAR,Andole,Independent,408

APPAJIPALLY SURESH,Andole,Nava Samaj Party,281

KASHAPAGA EMMAIAH,Andole,Independent,246

None of the Above,Andole,None of the Above,1510

ASHANNAGARI JEEVAN REDDY,Armur,Telangana Rashtra Samithi,72125

AKULA LALITHA,Armur,Indian National Congress,43330

VINAY KUMAR REDDY PRODDUTURI,Armur,Bharatiya Janata Party,19599

KOMIREY SUDHAKAR,Armur,Bahujan Samaj Party,1724

SUNKE SRINIVAS,Armur,Independent,728

MASTHA DAYANAND,Armur,Republican Party of India (A),524

SINDUKAR CHARAN KUMAR,Armur,Ambedkar National Congress,388

GUNTI RAJA GANGARAM,Armur,Independent,322

None of the Above,Armur,None of the Above,1657

ATHRAM SAKKU,Asifabad,Indian National Congress,65788

KOVA LAXMI,Asifabad,Telangana Rashtra Samithi,65617

AZMERA ATHMA RAO,Asifabad,Bharatiya Janata Party,6711

KOTNAKA VIJAY KUMAR,Asifabad,Telangana Jana Samithi,6183

AJMERA RAMNAIK,Asifabad,Bahujan Samaj Party,3629

ADE BALAJI,Asifabad,BhartiyaBahujanKranti Dal,3039

MUKADE VISHNU,Asifabad,Ambedkarite Party of India,2972

KURSENGA VASANTH RAO,Asifabad,Nava Praja Rajyam Party,1721

BANOVATH JAGAN,Asifabad,Bahujana Raajyam Party (Phule Ambedkar),1240

BHUKYA INDAL RAO,Asifabad,Independent,1175

None of the Above,Asifabad,None of the Above,2715

MECHA NAGESWARA RAO,Aswaraopeta,Telugu Desam,61124

THATI VENKATESWARLU S/O KATTAPPA THATI,Aswaraopeta,Telangana Rashtra Samithi,48007

TANAM RAVINDAR,Aswaraopeta,Communist Party of India  (Marxist),4955

KANGALA KALLIAH,Aswaraopeta,Independent,4833

THATI VENKATESWARLU S/O VEERASWAMI THATI,Aswaraopeta,Independent,1714

DR. BHUKYA PRASADA RAO,Aswaraopeta,Bharatiya Janata Party,1303

GUGOLOTHU RAMULU,Aswaraopeta,Pyramid Party of India,882

KANNEBOINA VENKATA NARSAIAH,Aswaraopeta,Gondvana Gantantra Party,481

BANOTH RAMESH,Aswaraopeta,Bahujan Samaj Party,460

KANITHI LAKSHMANA RAO,Aswaraopeta,Independent,429

AMGOTHU KRISHNA,Aswaraopeta,Independent,284

MOOD BALAJI,Aswaraopeta,Bahujan Mukti Party,275

None of the Above,Aswaraopeta,None of the Above,2053

MOHD. MOAZAM KHAN,Bahadurpura,All India Majlis-E-Ittehadul Muslimeen,96993

MIR INAYATH ALI BAQRI,Bahadurpura,Telangana Rashtra Samithi,14475

HANEEF ALI,Bahadurpura,Bharatiya Janata Party,7395

SHAIK MOHD KALEEMUDDIN,Bahadurpura,Indian National Congress,7174

MOHAMMED SULTANUDDIN,Bahadurpura,National Youth Party,1976

MOHAMMED MAJEED ALI,Bahadurpura,Bahujana Left Party,574

N. NARSING RAO,Bahadurpura,Independent,378

SHAIK NASEEM  BEGUM,Bahadurpura,Aam Aadmi Party,283

SAYEDA MALIHA SHEREEN,Bahadurpura,Anna YSR Congress Party,146

None of the Above,Bahadurpura,None of the Above,1210

VEMULA PRASHANTH REDDY,Balkonda,Telangana Rashtra Samithi,73662

SUNIL KUMAR MUTHYALA,Balkonda,Bahujan Samaj Party,41254

ANIL KUMAR ERAVATRI,Balkonda,Indian National Congress,30433

RUYYADI RAJESHWAR,Balkonda,Bharatiya Janata Party,3097

GUNTI BENARJI,Balkonda,Independent,1171

ABDUL NAYEEM,Balkonda,Independent,1026

YELIGETI MADHUKAR,Balkonda,Bahujana Left Party,859

BINGIWAR RAVI,Balkonda,"Telangana Praja Samithi (Kishore, Rao and Kishan)",852

SUDDAPALLY SUDHAKAR,Balkonda,Independent,611

None of the Above,Balkonda,None of the Above,1886

POCHARAM SRINIVAS REDDY (PARIGE),Banswada,Telangana Rashtra Samithi,77943

KASULA BALARAJU,Banswada,Indian National Congress,59458

PRAKASH NAIDU,Banswada,Bharatiya Janata Party,2998

KONDANI ANJAIAH,Banswada,Pyramid Party of India,2409

DR.BHEEM RAO GAIKWAD,Banswada,Bahujan Samaj Party,871

M RAMESH,Banswada,Independent,563

None of the Above,Banswada,None of the Above,1555

DURGAM CHINNAIAH,Bellampalli,Telangana Rashtra Samithi,55026

GADDAM VINOD,Bellampalli,Bahujan Samaj Party,43750

KONDAGURLA VEDA PRAKASH,Bellampalli,Independent,10684

GUNDA MALLESH,Bellampalli,Communist Party of India,3905

KOYYALA EMAJI,Bellampalli,Bharatiya Janata Party,3031

KRISHNA SABBANI,Bellampalli,Bahujana Left Party,1812

DAGAM VISHWANATH,Bellampalli,Independent,1801

DURGE MAHENDAR,Bellampalli,Nava Praja Rajyam Party,1202

SAKINALA NARAYANA,Bellampalli,Independent,1120

PAGIDI VENKATI,Bellampalli,Independent,721

AMBALA MAHENDAR,Bellampalli,Independent,706

MITTAPALLI KUMARA SWAMY,Bellampalli,New India Party,695

PAGIDI RAJENDER,Bellampalli,Aam Aadmi Party,450

None of the Above,Bellampalli,None of the Above,2598

PODEM VEERAIAH,Bhadrachalam,Indian National Congress,47746

TELLAM VENKATA RAO,Bhadrachalam,Telangana Rashtra Samithi,35961

MIDIYAM BABU RAO,Bhadrachalam,Communist Party of India  (Marxist),14228

PANDRA HEMASUNDAR,Bhadrachalam,Independent,4523

KUNJA SATYAVATHI,Bhadrachalam,Bharatiya Janata Party,1824

RAMESH BABU BHUKYA,Bhadrachalam,Pyramid Party of India,1119

CHELE ANUSHA,Bhadrachalam,Independent,835

PUNEM PRADEEP KUMAR,Bhadrachalam,Republican Party of India,816

KARAM NAVEEN,Bhadrachalam,Independent,698

GUNDU SARATH BABU,Bhadrachalam,Bahujan Samaj Party,589

None of the Above,Bhadrachalam,None of the Above,2106

PAILLA SHEKAR REDDY,Bhongir,Telangana Rashtra Samithi,85476

ANIL KUMAR REDDY KUMBAM,Bhongir,Indian National Congress,61413

JITTA BALAKRISHNA REDDY,Bhongir,Yuva Telangana Party,13427

POCHAMPALLY RAMANA RAO,Bhongir,Samajwadi Forward Bloc,3613

KALLURI MALLESHAM YADAV,Bhongir,Communist Party of India  (Marxist),1856

ALAKUNTLA YELLAIAH,Bhongir,Independent,1758

DEVARAKONDA HANUMANTHU,Bhongir,Independent,1305

BELLY KRISHNA,Bhongir,Bahujan Samaj Party,924

PATNAM KAMALA MANOHAR,Bhongir,Independent,616

GUNDALA LAXMINARAYANA GOUD,Bhongir,Independent,564

UPENDER GUPTA PABBA,Bhongir,Shiv Sena,225

MANCHALA MAHESHWAR,Bhongir,Telangana Labour Party,204

BHONGIR SRINIVAS NETHA,Bhongir,Samajwadi Party,197

NAGA RAJU GUPTA BEJUGAM,Bhongir,"Telangana Praja Samithi (Kishore, Rao and Kishan)",163

DHARAVATH GANESH NAYAK,Bhongir,Bahujan Mukti Party,143

None of the Above,Bhongir,None of the Above,1347

GANDRA VENKATA RAMANA REDDY,Bhupalpalle,Indian National Congress,69918

GANDRA SATHYANARAYANA RAO(SATHANNA),Bhupalpalle,All India Forward Bloc,54283

SIRIKONDA MADHUSUDANA CHARI,Bhupalpalle,Telangana Rashtra Samithi,53567

CHANDUPATLA KEERTHI REDDY,Bhupalpalle,Bharatiya Janata Party,15744

SAMPATH MANTHENA,Bhupalpalle,Independent,4787

CHALLURI MADHU,Bhupalpalle,Samajwadi Forward Bloc,2171

PETTEM MALLIKARJUN,Bhupalpalle,Independent,1847

SIRIPELLI RAJAIAH,Bhupalpalle,Independent,1840

AKUNURI BAABU,Bhupalpalle,Bahujan Samaj Party,1621

DEVARAJU PENDALA,Bhupalpalle,Independent,529

VANAJA VEPURI,Bhupalpalle,Bahujana Left Party,362

KOUTAM RAVINDER,Bhupalpalle,Independent,242

ODELU CHEPURI,Bhupalpalle,Independent,220

NARSAIAH RENUKUNTLA,Bhupalpalle,New India Party,211

None of the Above,Bhupalpalle,None of the Above,1399

BAPU RAO RATHOD,Boath,Telangana Rashtra Samithi,61125

BAPU RAO SOYAM,Boath,Indian National Congress,54639

ANIL JADHAV,Boath,Independent,28206

MADAVI RAJU,Boath,Bharatiya Janata Party,4840

GAJENDER AADE,Boath,Bahujan Samaj Party,2658

KUMRAM KOTESHWAR,Boath,Nationalist Congress Party,1915

RAM CHOWHAN,Boath,Independent,1104

None of the Above,Boath,None of the Above,2275

SHAKIL AAMIR MOHAMMED,Bodhan,Telangana Rashtra Samithi,74895

SUDARSHAN REDDY PODDUTURI,Bodhan,Indian National Congress,66794

ALJAPUR SRINIVAS,Bodhan,Bharatiya Janata Party,8434

GOPI KISHAN,Bodhan,Shiv Sena,2425

SINGADE PANDU,Bodhan,Bahujan Samaj Party,1365

MD.NAWAZ PASHA,Bodhan,Independent,796

BANJA VEERAPPA,Bodhan,Pyramid Party of India,677

MOHAMMED SHARJEEL PARVEZ,Bodhan,Independent,615

BANAVATH JEEVAN NAYAK,Bodhan,Bahujana Left Party,385

GADDAM VIKRAM REDDY,Bodhan,Independent,344

M.D.YOUSUF,Bodhan,Samajwadi Party,278

None of the Above,Bodhan,None of the Above,1862

AKBARUDDIN OWAISI,Chandrayangutta,All India Majlis-E-Ittehadul Muslimeen,95339

SHAHEJADI SAYYAD,Chandrayangutta,Bharatiya Janata Party,15075

M. SEETHA RAM REDDY,Chandrayangutta,Telangana Rashtra Samithi,14224

ESA BIN OBAID MISRI,Chandrayangutta,Indian National Congress,11309

MOHAMMED ABDULLAH BAIG,Chandrayangutta,Independent,834

MOHD. HAJI,Chandrayangutta,Bahujana Left Party,506

SYED MUSTAFA MAHMOOD,Chandrayangutta,Majlis Bachao Tahreek,499

KANUGULA SRINIVAS,Chandrayangutta,Independent,229

C.SHIVA SHANKER,Chandrayangutta,Independent,224

SUDHARSHAN MALKAN,Chandrayangutta,Shiv Sena,197

RAJU KOTHURU,Chandrayangutta,Independent,193

MOHAMMED HAMED SIDDIQUI,Chandrayangutta,Independent,187

AMJAD KHAN,Chandrayangutta,Independent,180

MD. GHOUSE,Chandrayangutta,Independent,173

AKKINAMONI VENKATESH,Chandrayangutta,Independent,112

None of the Above,Chandrayangutta,None of the Above,1009

MUMTAZ AHMED KHAN,Charminar,All India Majlis-E-Ittehadul Muslimeen,53808

T UMA MAHENDRA,Charminar,Bharatiya Janata Party,21222

MOHD GHOUSE,Charminar,Indian National Congress,16899

MOHAMMED SALAHUDDIN LODHI,Charminar,Telangana Rashtra Samithi,6223

M A WAHAB,Charminar,Independent,705

JUNAID ANAM SIDDIQUI,Charminar,Independent,281

SANJAY KUMAR SHUKLA,Charminar,Independent,210

MIR HASAN ALI RAZVI,Charminar,Independent,170

CHITRA SAXENA,Charminar,Bahujan Samaj Party,140

SHAIK ISMAIL,Charminar,Bahujana Left Party,138

MOHD SHARFUDDIN,Charminar,Aam Aadmi Party,126

MOHD SOHAIL,Charminar,Independent,116

SHAIK MOIN,Charminar,Independent,54

SUNITHA DHOTRE,Charminar,Loktantrik Sarvjan Samaj Party,52

G.CHANDRA SHEKAR,Charminar,Independent,46

PRAKASH DULGANDE,Charminar,Independent,45

None of the Above,Charminar,None of the Above,614

BALKA SUMAN,Chennur,Telangana Rashtra Samithi,71980

VENKATESH NETHA BORLAKUNTA,Chennur,Indian National Congress,43848

SOGALA SANJEEV,Chennur,Republican Party of India (Khobragade),6274

ANDUGULA SRINIVAS,Chennur,Bharatiya Janata Party,2026

DAMUKA SURESH BABU,Chennur,Independent,1492

BOJJA RAMANA KUMARI,Chennur,Pyramid Party of India,1335

SUJATHA SUREPALLY,Chennur,Bahujan Samaj Party,1200

RAKESH REGUNTA,Chennur,Nava Praja Rajyam Party,1035

BODA JANARDHAN,Chennur,Bahujana Left Party,983

CHEEPELLI KIRAN,Chennur,Independent,937

THUNGAPINDI RAMESH,Chennur,Republican Party of India (A),830

BOJJA DASARATHAM,Chennur,Independent,589

NEELAM SURENDER,Chennur,Nationalist Congress Party,516

RAMAGIRI VIKRAM SINGH,Chennur,New India Party,484

None of the Above,Chennur,None of the Above,2135

KALE YADAIAH,Chevella,Telangana Rashtra Samithi,99168

K.S RATNAM,Chevella,Indian National Congress,65616

KANJARLA PRAKASH,Chevella,Bharatiya Janata Party,5474

KARRE SUNEEL KUMAR,Chevella,Bahujan Samaj Party,1706

RAVINDER MALA,Chevella,Republican Party of India,1334

ATHELI NARSIMULU,Chevella,Jai Swaraj Party,956

G. CHINA MANIKYAM,Chevella,All India Samata Party,560

J BHEEMAIAH,Chevella,Independent,492

UPPARI SRINIVAS,Chevella,Bahujana Raajyam Party (Phule Ambedkar),422

None of the Above,Chevella,None of the Above,1469

RAVI SHANKAR SUNKE,Choppadandi,Telangana Rashtra Samithi,91090

MEDIPALLY SATHYAM,Choppadandi,Indian National Congress,48963

BODIGA SHOBHA GALANNA,Choppadandi,Bharatiya Janata Party,15835

DASARI VIDYASAGAR,Choppadandi,Independent,2222

BODDU NARSAIAH,Choppadandi,Independent,2215

BOLLAMPELLY AILAIAH,Choppadandi,Independent,1860

MANDA RAVINDAR,Choppadandi,Bahujan Samaj Party,1848

AKKENAPALLY YESURATNAM,Choppadandi,Bahujana Raajyam Party (Phule Ambedkar),861

KANAKAM VAMSHI,Choppadandi,Bahujana Left Party,551

CHILUKA LINGAIAH,Choppadandi,Marxist Communist Party of India (United),506

UPPULETI LAXMAN,Choppadandi,Independent,503

BOLLI KISHAN,Choppadandi,Bahujana Rashtra Samithi,356

KANUKA RAMESH,Choppadandi,Jai Swaraj Party,304

None of the Above,Choppadandi,None of the Above,2220

RAMAVATH RAVINDRA KUMAR,Devarakonda,Telangana Rashtra Samithi,96454

BALU NAIK NENAVATH,Devarakonda,Indian National Congress,57606

BHEELYA NAIK KETHAVATH,Devarakonda,Bahujan Samaj Party,19350

BHOJYA NAIK RAMAVATH,Devarakonda,Prajaa Swaraaj Party,3247

GOPI @ KALYAN NAIK,Devarakonda,Bharatiya Janata Party,3152

SREENU VADTHYA,Devarakonda,Independent,1190

LAXMAN NAYAK RAMAVATH,Devarakonda,Communist Party of India  (Marxist),1084

KONREDDY POCHAIAH,Devarakonda,Independent,798

KATRAVATH VENKATESH,Devarakonda,Bahujan Mukti Party,542

PANDU RAMAVATH,Devarakonda,Independent,466

None of the Above,Devarakonda,None of the Above,1695

ALLA VENKATESWAR REDDY,Devarkadra,Telangana Rashtra Samithi,96130

PAVAN KUMAR,Devarkadra,Indian National Congress,60882

A.VENKATESHWAR REDDY,Devarkadra,Samajwadi Forward Bloc,5937

AGGANI NARSIMULU,Devarkadra,Bharatiya Janata Party,5174

RACHALA YUGANDER GOUD,Devarkadra,Bahujan Samaj Party,914

V.SHIVA REDDY,Devarkadra,Independent,553

VINODH KUMAR,Devarkadra,Independent,501

DUPPALLY JAYA RAMULU,Devarkadra,Bahujana Left Party,417

ADDULA  ARUNA,Devarkadra,Independent,368

S.KIRAN KUMAR,Devarkadra,Independent,350

M.B.BALAKRISHNA,Devarkadra,Independent,195

K.T. NARSIMHA REDDY,Devarkadra,Independent,178

D.JANARDHAN,Devarkadra,Independent,122

None of the Above,Devarkadra,None of the Above,2689

ESHWAR KOPPULA,Dharmapuri,Telangana Rashtra Samithi,70579

ADLURI LAXMAN KUMAR,Dharmapuri,Indian National Congress,70138

KUNTALA NARSAIAH,Dharmapuri,Independent,13114

KANNAM ANJAIAH,Dharmapuri,Bharatiya Janata Party,5272

BURADAGUNTA SANGHA MITHRA,Dharmapuri,Independent,1259

THADAGONDA NAGARAJU,Dharmapuri,Bahujan Samaj Party,1063

SATHPADI PRANAY KUMAR,Dharmapuri,Jai Swaraj Party,535

MADDELA RAVINDAR,Dharmapuri,Bahujana Left Party,302

MOTHE NARESH,Dharmapuri,New India Party,300

SANDRUGU VIJAYA KUMAR,Dharmapuri,India Praja Bandhu Party,294

DUDA MAHIPAL,Dharmapuri,Naya Bharat Party,291

None of the Above,Dharmapuri,None of the Above,2600

DHARAM SOTH REDYA NAIK,Dornakal,Telangana Rashtra Samithi,88307

JATOTH RAM CHANDRU NAIK,Dornakal,Indian National Congress,70926

BANOTH. RAVINDER,Dornakal,Independent,4117

BHUKYA GOPI KRISHANA,Dornakal,Independent,2107

ANGOTH. VENKANNA,Dornakal,Communist Party of India  (Marxist),1361

MALOTH SREENU NAIK,Dornakal,Bahujan Samaj Party,1245

BANOTHU RAMDAS,Dornakal,Independent,1019

AJMEERA RATHNA,Dornakal,Independent,925

GUGULOTHU LAXMAN NAIK,Dornakal,Bharatiya Janata Party,862

D.S. VENKANNA NAIK,Dornakal,Independent,685

NEHRU NAIK MALOTHU,Dornakal,Independent,486

None of the Above,Dornakal,None of the Above,2036

SOLIPETA RAMALINGA REDDY,Dubbak,Telangana Rashtra Samithi,89299

MADDULA NAGESHWAR REDDY,Dubbak,Indian National Congress,26799

MADAVANENI RAGHUNANDAN RAO,Dubbak,Bharatiya Janata Party,22595

POSANIPALLI MAHIPAL REDDY,Dubbak,Samajwadi Forward Bloc,12215

PEDDALINGANNAGARI PRASAD,Dubbak,Independent,3822

CHINDAM RAJKUMAR,Dubbak,Telangana Jana Samithi,2554

KISHAN RAO.D.,Dubbak,Bahujan Samaj Party,964

SHYAM SUNDHAR REDDY,Dubbak,Jai Maha Bharath Party,702

GOUTI MALLESH,Dubbak,Jai Swaraj Party,644

BONALA VIJAY KUMAR,Dubbak,Samajwadi Party,622

MADDULA RAJANI REDDY,Dubbak,Independent,490

GODDUBARLA BHASKAR,Dubbak,Communist Party of India  (Marxist),475

SUKURI ASHOK,Dubbak,Republican Party of India (A),469

BHUJANGAM GONDHI,Dubbak,Independent,438

JAKKULA NARSIMLU,Dubbak,Independent,418

RANGANNAGARI KRISHNA REDDY,Dubbak,India Praja Bandhu Party,347

ANJANEYULU GUNDABOINA,Dubbak,Independent,304

MADHAVA REDDYGARI HANUMANTHA REDDY,Dubbak,Shiv Sena,244

None of the Above,Dubbak,None of the Above,880

BANDLA KRISHNA MOHAN REDDY,Gadwal,Telangana Rashtra Samithi,100415

ARUNA D.K,Gadwal,Indian National Congress,72155

M.D. ABDUL MOHEED KHAN,Gadwal,Samajwadi Forward Bloc,7189

BOYA KRISHNA,Gadwal,Independent,2103

G.VENKATADRI REDDY,Gadwal,Bharatiya Janata Party,1936

VEERA PRASAD,Gadwal,Bahujan Samaj Party,1406

GONGALLA RANJITH KUMAR,Gadwal,Bahujana Left Party,1275

T.G.RAJU MUDHIRAJ,Gadwal,Independent,1101

ABDULLAH,Gadwal,Nationalist Congress Party,694

ATHIKUR RAHAMAN,Gadwal,Independent,620

PEDDA KRISHNAIAH,Gadwal,Independent,398

AKEPOGU RAJESH.A,Gadwal,Independent,226

ARUN KUMAR,Gadwal,Independent,179

BOYA SHANKAR NAIDU,Gadwal,Shiv Sena,176

None of the Above,Gadwal,None of the Above,1319

KALVAKUNTLA CHANDRASHEKAR RAO,Gajwel,Telangana Rashtra Samithi,125444

VANTERU PRATAP REDDY,Gajwel,Indian National Congress,67154

KANTE SAYANNA,Gajwel,Independent,3353

BITLA VENKATESHWERLU,Gajwel,Independent,1636

AKULA VIJAYA,Gajwel,Bharatiya Janata Party,1587

YADAGIRI PEDDASAIGARI,Gajwel,Independent,1350

GURRAPU RAMULU,Gajwel,Independent,1229

KANAKAIAH GAJJELA,Gajwel,Bahujan Samaj Party,1023

JEEDIPALLY SRINIVAS,Gajwel,New India Party,892

KADIUM KRUPAKAR,Gajwel,Independent,877

P.SATHISH,Gajwel,Independent,810

SRINIVAS SREERAMULA,Gajwel,Bahujana Left Party,315

EMAMPURAM YADAGIRI GOUD,Gajwel,Independent,226

None of the Above,Gajwel,None of the Above,1624

DR. THATIKONDA RAJAIAH,Ghanpur (Station),Telangana Rashtra Samithi,98612

INDIRA SINGAPURAM,Ghanpur (Station),Indian National Congress,62822

PRATHAP RAJARAPU,Ghanpur (Station),Bahujan Samaj Party,22774

MADASI VENKATESHAM,Ghanpur (Station),Independent,4890

PERUMANDLA VENKATESHWARLU,Ghanpur (Station),Bharatiya Janata Party,2370

BOTLA SHEKHAR,Ghanpur (Station),Communist Party of India  (Marxist),1832

SURABHI SATHAIAH,Ghanpur (Station),Independent,1246

JERIPOTHULA UPENDAR,Ghanpur (Station),Independent,857

None of the Above,Ghanpur (Station),None of the Above,3540

T. RAJA SINGH,Goshamahal,Bharatiya Janata Party,61854

PREM SINGH RATHORE,Goshamahal,Telangana Rashtra Samithi,44120

M.MUKESH GOUD,Goshamahal,Indian National Congress,26322

SURESH HASAJI,Goshamahal,National Youth Party,443

RAVI KUMAR JAIN,Goshamahal,Independent,423

K. SAI KUMAR,Goshamahal,Bahujan Samaj Party,420

SYED SIDDIQ AKBAR ALI,Goshamahal,Democratic Party of India,364

RIZWAN MOHAMMED BAKARMAN,Goshamahal,Majlis Bachao Tahreek,268

GHAN SHYAM DAS JOSHI,Goshamahal,Samajwadi Party,260

G.SAMBASHIVA RAO,Goshamahal,Independent,214

M. KRISHNA,Goshamahal,Independent,180

NARENDAR SINGH THAKUR,Goshamahal,Independent,145

M RAJESH,Goshamahal,Bahujana Left Party,120

MIR MOHD HUSSAIN,Goshamahal,Aam Aadmi Party,112

BHAJRANG SINGH,Goshamahal,Anarakshit Samaj Party,109

KHAJA KHAN,Goshamahal,Akhil Bharatiya Muslim League (Secular),103

RAJU NOUKADAWALE,Goshamahal,Republican Party of India (A),102

B. ABHIMANYU YADAV,Goshamahal,Ambedkar National Congress,99

VEENA SINGH,Goshamahal,Independent,91

M B CHANDAR,Goshamahal,Shiv Sena,89

SYED RIYAZUDDIN,Goshamahal,Welfare Party Of India,88

