LALAWMPUIA CHHANGTE,Dampa,Nationalist Congress Party,28

None of the Above,Dampa,None of the Above,77

RAMTHANMAWIA,East tuipui,Mizo National Front,4384

C.LALTANPUIA,East tuipui,Independent,3797

T.SANGKUNGA,East tuipui,Indian National Congress,3421

DR.VL.ZAHAWMA CHAWNGTHU,East tuipui,Bharatiya Janata Party,100

SIMEONA,East tuipui,Independent,23

None of the Above,East tuipui,None of the Above,21

LALRINDIKA RALTE,Hachhek,Indian National Congress,6202

LALRINENGA SAILO,Hachhek,Mizo National Front,5836

VANLALRUATA PACHUAU,Hachhek,Bharatiya Janata Party,4399

H LALLIANZUALA,Hachhek,Independent,1373

EDDY ZOSANGLIANA COLNEY,Hachhek,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,250

LALZENGHAKI,Hachhek,Independent,133

J. LALSAILOVA,Hachhek,Independent,91

C RAMKINLOVA,Hachhek,Nationalist Congress Party,78

None of the Above,Hachhek,None of the Above,250

LALCHAMLIANA,Hrangturzo,Mizo National Front,4572

VANLALAWMPUII CHAWNGTHU,Hrangturzo,Indian National Congress,3815

LALTHANSANGA,Hrangturzo,Independent,3766

K.SANGZUALA,Hrangturzo,Bharatiya Janata Party,307

LALAWMPUIA RENTHLEI,Hrangturzo,Independent,215

RL LIANTLUANGA,Hrangturzo,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,111

None of the Above,Hrangturzo,None of the Above,50

K. LALRINLIANA,Kolasib,Mizo National Front,5940

LALFAMKIMA,Kolasib,Independent,5661

DR. NGURDINGLIANA,Kolasib,Indian National Congress,5232

B. LIANTHLIRA,Kolasib,Bharatiya Janata Party,504

JOHN LALREMRUATA,Kolasib,National People's Party,288

ZODINSANGA,Kolasib,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,80

None of the Above,Kolasib,None of the Above,106

H. BIAKZAUA,Lawngtlai East,Mizo National Front,8656

H. ZOTHANGLIANA,Lawngtlai East,Indian National Congress,7712

VANUPA ZATHANG,Lawngtlai East,Bharatiya Janata Party,1086

MC. LALRAMCHHANA,Lawngtlai East,Independent,209

C. BIAKCHHUNGA,Lawngtlai East,Independent,164

None of the Above,Lawngtlai East,None of the Above,58

C. NGUNLIANCHUNGA,Lawngtlai West,Indian National Congress,10678

C. RAMHLUNA,Lawngtlai West,Mizo National Front,9883

J.B. RUALCHHINGA,Lawngtlai West,Bharatiya Janata Party,973

VANLALTHAA,Lawngtlai West,Independent,177

None of the Above,Lawngtlai West,None of the Above,136

L.THANGMAWIA,Lengteng,Mizo National Front,6430

H.ROHLUNA,Lengteng,Indian National Congress,4658

H.GINZALALA,Lengteng,Independent,2657

LALDINNGHETI,Lengteng,Bharatiya Janata Party,204

LALHRILZELI HLAWNDO,Lengteng,Independent,77

None of the Above,Lengteng,None of the Above,24

LAWMAWMA TOCHHAWNG,Lunglei East,Mizo National Front,4063

LALRINPUII,Lunglei East,Independent,3991

JOSEPH LALHIMPUIA,Lunglei East,Indian National Congress,3836

H.LALRUATA,Lunglei East,Bharatiya Janata Party,405

None of the Above,Lunglei East,None of the Above,52

VANLALTANPUIA,Lunglei North,Mizo National Front,5022

V MALSAWMTLUANGA,Lunglei North,Independent,4627

P.C. LALTHANLIANA,Lunglei North,Indian National Congress,4466

RAMDINZAUVA,Lunglei North,Bharatiya Janata Party,66

None of the Above,Lunglei North,None of the Above,61

K PACHHUNGA,Lunglei South,Mizo National Front,6245

R LALNUNTHARA,Lunglei South,Indian National Congress,3804

REV DR K THANZAUVA,Lunglei South,Independent,3492

DR.AICHHUNGA,Lunglei South,Bharatiya Janata Party,920

None of the Above,Lunglei South,None of the Above,53

C.LALRINSANGA,Lunglei West,Mizo National Front,4093

CHALROSANGA RALTE,Lunglei West,Indian National Congress,4016

LALNUNTLUANGA SAILO,Lunglei West,Independent,3587

C.S.CHAWNGCHHUMA,Lunglei West,Bharatiya Janata Party,142

None of the Above,Lunglei West,None of the Above,47

H. LALZIRLIANA,Mamit,Mizo National Front,6874

JOHN ROTLUANGLIANA,Mamit,Indian National Congress,6467

MALSAWMTLUANGA,Mamit,Bharatiya Janata Party,4528

C.ZOTHANSANGA,Mamit,Independent,1122

LIANZUALA,Mamit,National People's Party,90

LALAWMPUIA CHHANGTE,Mamit,Nationalist Congress Party,80

B.LALHMUNZAWNGA,Mamit,Independent,75

None of the Above,Mamit,None of the Above,190

K.T. ROKHAW,Palak,Indian National Congress,5492

M. CHAKHU,Palak,Mizo National Front,4648

HIPHEI,Palak,Bharatiya Janata Party,4431

S. SATHLU,Palak,Independent,59

None of the Above,Palak,None of the Above,40

LALDUHOMA,Serchhip,Independent,5481

LAL THANHAWLA,Serchhip,Indian National Congress,5071

C LALRAMZAUVA,Serchhip,Mizo National Front,4313

ZAICHHAWNA HLAWNDO,Serchhip,Independent,278

LALCHUNGLURA,Serchhip,Bharatiya Janata Party,211

KAPLIANA PACHUAU,Serchhip,National People's Party,119

VANLALRUATA,Serchhip,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,29

None of the Above,Serchhip,None of the Above,41

LALRINSANGA RALTE,Serlui,Mizo National Front,6128

LALHMACHHUANA,Serlui,Indian National Congress,5201

LALMUANPUIA PUNTE,Serlui,Independent,1995

VANLALHMUAKA,Serlui,Bharatiya Janata Party,1959

HMINGCHUNGNUNGA,Serlui,National People's Party,638

None of the Above,Serlui,None of the Above,134

DR. K. BEICHHUA,Siaha,Mizo National Front,8109

S. HIATO,Siaha,Indian National Congress,5641

S. VADYU,Siaha,Bharatiya Janata Party,2315

F. THANGCHHUAHA,Siaha,Independent,171

None of the Above,Siaha,None of the Above,41

DR R LALTHANGLIANA,South tuipui,Mizo National Front,6126

JOHN SIAMKUNGA,South tuipui,Indian National Congress,4657

PHAIROTHANGA,South tuipui,Independent,1359

LALNUNPUIA,South tuipui,Bharatiya Janata Party,151

None of the Above,South tuipui,None of the Above,35

R.LALZIRLIANA,Tawi,Mizo National Front,4940

R. LALTHATLUANGA,Tawi,Independent,4756

ROSIAMNGHETA,Tawi,Indian National Congress,2630

PROF.J.V.HLUNA,Tawi,Bharatiya Janata Party,714

H.LALREMSIAMA,Tawi,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,97

LALZENGHAKI,Tawi,Independent,49

None of the Above,Tawi,None of the Above,39

ZODINTLUANGA RALTE,Thorang,Indian National Congress,4499

R.ROHMINGLIANA,Thorang,Mizo National Front,3259

JOSEPH LALZAWMLIANA,Thorang,Bharatiya Janata Party,1629

LALRINZUALA,Thorang,Independent,1101

LALHULIANA,Thorang,National People's Party,653

None of the Above,Thorang,None of the Above,74

TAWNLUIA,Tuichang,Mizo National Front,5146

W. CHHUANAWMA,Tuichang,Independent,4407

JAMES THANGHMINGMAWIA,Tuichang,Indian National Congress,3171

LALDUHPUII,Tuichang,Bharatiya Janata Party,174

LALREMSANGA,Tuichang,Independent,97

None of the Above,Tuichang,None of the Above,26

BUDDHA DHAN CHAKMA,Tuichawng,Bharatiya Janata Party,11419

RASIK MOHAN CHAKMA,Tuichawng,Mizo National Front,9825

KALI KUMAR TONGCHANGYA,Tuichawng,Indian National Congress,4353

DOYMOY DAVENG CHAKMA,Tuichawng,National People's Party,250

None of the Above,Tuichawng,None of the Above,293

ER. LALRINAWMA,Tuikum,Mizo National Front,5439

SANGZELA TLAU,Tuikum,Indian National Congress,4042

P.C. VANLALRUATA,Tuikum,Independent,3810

LALNUNMAWIA CHHAKCHHUAK,Tuikum,Bharatiya Janata Party,140

LALRUATFELI HLAWNDO,Tuikum,Independent,135

RC ROHMINGTHANGA,Tuikum,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,22

None of the Above,Tuikum,None of the Above,59

ANDREW H. THANGLIANA,Tuirial,Independent,4387

SAILOTHANGA SAILO,Tuirial,Mizo National Front,4183

JOSEPH L. RALTE,Tuirial,Indian National Congress,3748

HMINGDAILOVA KHIANGTE,Tuirial,National People's Party,1209

JACOB T. VANLAWMA,Tuirial,Bharatiya Janata Party,487

B. VANLALHRUAIA,Tuirial,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,104

V. LALENNAWMA,Tuirial,Independent,66

None of the Above,Tuirial,None of the Above,61

LALCHHANDAMA RALTE,Tuivawl,Mizo National Front,5207

R. L. PIANMAWIA,Tuivawl,Indian National Congress,5204

JUDY ZOHMINGLIANI,Tuivawl,Bharatiya Janata Party,1607

K. ROMAWIA,Tuivawl,Independent,1083

H. K. HLIMPAWLTHANGA,Tuivawl,Independent,58

None of the Above,Tuivawl,None of the Above,52

NIHAR KANTI CHAKMA,West tuipui,Indian National Congress,5943

KINA RANJAN CHAKMA,West tuipui,Bharatiya Janata Party,3558

F ROBERT HMINGTHANSANGA,West tuipui,Mizo National Front,3243

B VANLALAUVA,West tuipui,Independent,103

None of the Above,West tuipui,None of the Above,121
